signguCode,signguNm,date,표시점수,KTCI_원점수,날씨등급,코멘트,등급_기온,등급_습도,등급_바람,등급_강수,등급_대기질,AT_day,AT_night,HM_mean,WS_max,RN_day,RN_hr1,PM25,PM10,O3,NO2,SO2,CO
11110,종로구,2023-01-01,78.1,78.1,좋음,"실외 활동에 좋은 날씨예요 · 쌀쌀해요, 옷 챙기세요",해로움,적합,주의,적합,해로움,3.879,-6.809,54.5,8.114,0.0,0.0,36.97,52.234,0.032,0.025,0.004,0.675
11110,종로구,2023-01-02,82.3,82.3,좋음,"실외 활동에 좋은 날씨예요 · 쌀쌀해요, 옷 챙기세요",해로움,적합,적합,적합,적합,-0.432,-9.947,45.9,6.182,0.0,0.0,11.671,25.534,0.027,0.022,0.003,0.475
11110,종로구,2023-01-03,81.1,81.1,좋음,"실외 활동에 좋은 날씨예요 · 쌀쌀해요, 옷 챙기세요",해로움,적합,적합,적합,주의,0.489,-11.014,49.0,6.25,0.0,0.0,16.983,30.736,0.021,0.032,0.003,0.597
11110,종로구,2023-01-04,81.6,81.6,좋음,"실외 활동에 좋은 날씨예요 · 쌀쌀해요, 옷 챙기세요",해로움,적합,적합,적합,주의,3.357,-7.16,51.4,6.039,0.0,0.0,23.117,36.247,0.02,0.043,0.004,0.716
11110,종로구,2023-01-05,81.2,81.2,좋음,"실외 활동에 좋은 날씨예요 · 쌀쌀해요, 옷 챙기세요",해로움,적합,적합,적합,해로움,3.314,-6.276,58.1,4.314,0.0,0.0,36.083,50.298,0.009,0.054,0.004,0.946
11110,종로구,2023-01-06,70.8,70.8,좋음,"실외 활동에 좋은 날씨예요 · 쌀쌀해요, 옷 챙기세요",해로움,주의,적합,적합,해로움,5.386,-6.396,71.9,5.882,3.55,0.0,61.521,77.725,0.019,0.049,0.004,0.911
11110,종로구,2023-01-07,55.0,68.6,주의,"⚠️ 미세먼지 매우 나쁨, 마스크 착용 — 실외 활동에 주의하세요",해로움,해로움,적합,적합,위험,4.311,-3.223,80.9,6.671,0.057,0.0,89.602,120.404,0.03,0.031,0.003,0.963
11110,종로구,2023-01-08,75.0,75.0,좋음,실외 활동에 좋은 날씨예요 · 미세먼지 주의,해로움,주의,적합,적합,해로움,5.586,-4.468,69.3,4.154,0.0,0.0,58.944,131.286,0.019,0.038,0.003,0.866
11110,종로구,2023-01-09,79.4,79.4,좋음,실외 활동에 좋은 날씨예요 · 미세먼지 주의,해로움,주의,적합,적합,해로움,7.254,-3.053,60.1,6.768,0.0,0.0,40.406,93.473,0.026,0.033,0.004,0.688
11110,종로구,2023-01-10,82.7,82.7,좋음,실외 활동에 좋은 날씨예요,해로움,적합,적합,적합,주의,8.139,-4.371,59.9,3.921,0.0,0.0,33.452,62.129,0.021,0.046,0.004,0.777
11110,종로구,2023-01-11,80.8,80.8,좋음,실외 활동에 좋은 날씨예요 · 미세먼지 주의,해로움,주의,적합,적합,해로움,8.571,-2.907,61.9,4.15,0.0,0.0,48.582,75.299,0.009,0.062,0.004,1.022
11110,종로구,2023-01-12,82.1,82.1,좋음,실외 활동에 좋은 날씨예요 · 미세먼지 주의,해로움,적합,적합,적합,해로움,12.639,-1.945,46.6,4.4,0.0,0.0,44.727,65.947,0.011,0.057,0.004,0.929
11110,종로구,2023-01-13,60.6,60.6,무난,"실외 활동하기 무난해요 — 비 많음, 우산 필수",주의,위험,적합,주의,주의,9.6,3.291,99.1,6.693,31.868,0.0,13.506,21.878,0.013,0.038,0.004,0.753
11110,종로구,2023-01-14,75.7,75.7,좋음,실외 활동에 좋은 날씨예요,주의,해로움,적합,적합,적합,7.918,2.692,92.9,6.75,2.129,0.0,8.097,12.915,0.02,0.025,0.003,0.62
11110,종로구,2023-01-15,70.7,70.7,좋음,실외 활동에 좋은 날씨예요,해로움,해로움,적합,적합,적합,3.733,-5.376,93.9,6.378,3.168,0.0,10.498,14.572,0.024,0.015,0.002,0.423
11110,종로구,2023-01-16,81.5,81.5,좋음,"실외 활동에 좋은 날씨예요 · 쌀쌀해요, 옷 챙기세요",해로움,주의,적합,적합,적합,-1.169,-9.592,63.1,6.348,0.018,0.0,12.798,22.665,0.025,0.019,0.003,0.426
11110,종로구,2023-01-17,82.0,82.0,좋음,"실외 활동에 좋은 날씨예요 · 쌀쌀해요, 옷 챙기세요",해로움,주의,적합,적합,주의,-0.311,-7.57,65.1,4.379,0.0,0.0,17.754,33.358,0.018,0.035,0.003,0.568
11110,종로구,2023-01-18,81.5,81.5,좋음,"실외 활동에 좋은 날씨예요 · 쌀쌀해요, 옷 챙기세요",해로움,주의,적합,적합,주의,2.546,-6.145,60.5,6.154,0.0,0.0,24.488,54.329,0.025,0.033,0.003,0.616
11110,종로구,2023-01-19,74.6,74.6,좋음,"실외 활동에 좋은 날씨예요 · 쌀쌀해요, 옷 챙기세요",해로움,주의,주의,적합,주의,4.621,-8.042,69.3,8.05,1.143,0.0,25.078,62.989,0.026,0.036,0.003,0.665
11110,종로구,2023-01-20,73.7,73.7,좋음,"실외 활동에 좋은 날씨예요 · 쌀쌀해요, 옷 챙기세요",해로움,적합,주의,적합,해로움,2.757,-11.87,52.4,10.939,0.0,0.0,16.669,65.149,0.028,0.016,0.003,0.402
11110,종로구,2023-01-21,83.0,83.0,좋음,"실외 활동에 좋은 날씨예요 · 쌀쌀해요, 옷 챙기세요",해로움,적합,적합,적합,적합,1.007,-11.507,55.4,4.646,0.0,0.0,10.952,24.885,0.022,0.025,0.003,0.466
11110,종로구,2023-01-22,84.1,84.1,좋음,실외 활동에 좋은 날씨예요,해로움,주의,적합,적합,주의,2.754,-4.588,62.8,5.55,0.018,0.0,12.579,27.652,0.021,0.026,0.003,0.459
11110,종로구,2023-01-23,75.1,75.1,좋음,"실외 활동에 좋은 날씨예요 · 쌀쌀해요, 옷 챙기세요",해로움,주의,주의,적합,주의,4.768,-9.887,66.6,8.889,0.0,0.0,29.523,54.603,0.031,0.025,0.003,0.601
11110,종로구,2023-01-24,55.0,72.2,주의,"⚠️ 한파, 한랭질환 주의 — 실외 활동에 주의하세요",위험,적합,주의,적합,주의,-6.663,-24.201,51.9,11.504,0.0,0.0,9.889,28.064,0.03,0.008,0.002,0.346
11110,종로구,2023-01-25,55.0,78.2,주의,"⚠️ 한파, 한랭질환 주의 — 실외 활동에 주의하세요",위험,적합,적합,적합,적합,-5.978,-20.227,45.1,5.914,0.0,0.0,9.052,22.62,0.027,0.025,0.003,0.449
11110,종로구,2023-01-26,74.3,74.3,좋음,"실외 활동에 좋은 날씨예요 · 쌀쌀해요, 옷 챙기세요",해로움,해로움,적합,적합,주의,-3.368,-11.377,80.1,5.0,0.082,0.0,19.78,30.948,0.009,0.035,0.003,0.546
11110,종로구,2023-01-27,55.0,75.8,주의,"⚠️ 한파, 한랭질환 주의 — 실외 활동에 주의하세요",위험,적합,주의,적합,주의,-3.543,-14.196,56.5,11.175,0.0,0.0,19.453,40.183,0.028,0.019,0.003,0.496
11110,종로구,2023-01-28,55.0,77.7,주의,"⚠️ 한파, 한랭질환 주의 — 실외 활동에 주의하세요",위험,적합,적합,적합,주의,-0.661,-14.605,54.9,7.686,0.0,0.0,12.504,38.421,0.025,0.02,0.003,0.431
11110,종로구,2023-01-29,77.0,77.0,좋음,"실외 활동에 좋은 날씨예요 · 쌀쌀해요, 옷 챙기세요",해로움,적합,주의,적합,주의,4.782,-11.548,58.3,9.604,0.0,0.0,14.876,46.043,0.028,0.024,0.003,0.528
11110,종로구,2023-01-30,81.3,81.3,좋음,"실외 활동에 좋은 날씨예요 · 쌀쌀해요, 옷 챙기세요",해로움,적합,적합,적합,주의,4.186,-6.438,55.9,7.346,0.0,0.0,16.241,43.708,0.028,0.028,0.003,0.533
11110,종로구,2023-01-31,77.9,77.9,좋음,"실외 활동에 좋은 날씨예요 · 쌀쌀해요, 옷 챙기세요",해로움,주의,주의,적합,주의,8.171,-6.176,69.1,8.529,0.0,0.0,16.213,38.51,0.031,0.036,0.003,0.557
11110,종로구,2023-02-01,75.1,75.1,좋음,실외 활동에 좋은 날씨예요,해로움,주의,주의,적합,해로움,5.9,-5.475,68.4,9.432,0.0,0.0,35.435,64.952,0.034,0.024,0.003,0.562
11110,종로구,2023-02-02,81.6,81.6,좋음,"실외 활동에 좋은 날씨예요 · 쌀쌀해요, 옷 챙기세요",해로움,적합,적합,적합,주의,1.339,-7.676,50.3,6.186,0.0,0.0,16.018,43.416,0.026,0.022,0.003,0.445
11110,종로구,2023-02-03,83.2,83.2,좋음,실외 활동에 좋은 날씨예요,해로움,적합,적합,적합,주의,3.482,-5.956,47.4,5.864,0.0,0.0,19.102,40.677,0.024,0.028,0.003,0.515
11110,종로구,2023-02-04,81.2,81.2,좋음,"실외 활동에 좋은 날씨예요 · 쌀쌀해요, 옷 챙기세요",해로움,적합,적합,적합,주의,5.639,-6.543,49.8,6.607,0.0,0.0,25.967,41.372,0.029,0.034,0.003,0.606
11110,종로구,2023-02-05,75.3,75.3,좋음,실외 활동에 좋은 날씨예요 · 미세먼지 주의,해로움,주의,적합,적합,해로움,7.2,-4.395,71.0,6.111,0.0,0.0,49.941,66.644,0.04,0.041,0.003,0.801
11110,종로구,2023-02-06,76.1,76.1,좋음,실외 활동에 좋은 날씨예요 · 미세먼지 주의,해로움,주의,적합,적합,해로움,8.339,-2.562,72.3,4.329,0.0,0.0,59.373,79.51,0.03,0.049,0.003,0.874
11110,종로구,2023-02-07,75.9,75.9,좋음,실외 활동에 좋은 날씨예요 · 미세먼지 주의,해로움,주의,적합,적합,해로움,8.95,-1.749,72.9,4.618,0.0,0.0,60.476,80.347,0.024,0.049,0.003,0.868
11110,종로구,2023-02-08,78.6,78.6,좋음,실외 활동에 좋은 날씨예요 · 미세먼지 주의,해로움,주의,적합,적합,해로움,8.054,-3.434,62.1,6.779,0.0,0.0,48.205,67.561,0.033,0.034,0.003,0.732
11110,종로구,2023-02-09,81.8,81.8,좋음,실외 활동에 좋은 날씨예요,해로움,적합,적합,적합,주의,9.636,-5.195,49.9,7.318,0.0,0.0,23.23,37.578,0.03,0.032,0.003,0.535
11110,종로구,2023-02-10,78.9,78.9,좋음,실외 활동에 좋은 날씨예요,해로움,주의,적합,적합,주의,6.811,-0.579,79.6,6.282,0.396,0.0,16.82,22.843,0.031,0.025,0.003,0.434
11110,종로구,2023-02-11,78.6,78.6,좋음,실외 활동에 좋은 날씨예요,해로움,주의,적합,적합,해로움,8.254,-2.21,73.0,4.261,0.0,0.0,35.286,45.659,0.02,0.041,0.003,0.692
11110,종로구,2023-02-12,76.3,76.3,좋음,실외 활동에 좋은 날씨예요 · 미세먼지 주의,해로움,주의,적합,적합,해로움,7.796,-2.152,70.0,5.711,0.0,0.0,56.733,69.831,0.028,0.036,0.003,0.793
11110,종로구,2023-02-13,83.9,83.9,좋음,실외 활동에 좋은 날씨예요,주의,주의,적합,적합,주의,8.654,0.895,66.5,5.811,0.0,0.0,23.172,34.228,0.03,0.028,0.003,0.591
11110,종로구,2023-02-14,82.6,82.6,좋음,실외 활동에 좋은 날씨예요,해로움,적합,적합,적합,주의,6.354,-4.473,54.9,6.532,0.0,0.0,23.948,38.808,0.03,0.022,0.003,0.512
11110,종로구,2023-02-15,85.0,85.0,아주좋음,실외 활동하기 아주 좋은 날씨예요,해로움,적합,적합,적합,주의,8.143,-2.948,46.4,6.525,0.0,0.0,9.967,18.532,0.031,0.024,0.003,0.387
11110,종로구,2023-02-16,80.7,80.7,좋음,실외 활동에 좋은 날씨예요,해로움,주의,적합,적합,주의,5.243,-2.941,68.3,7.504,0.0,0.0,18.715,28.658,0.032,0.028,0.003,0.433
11110,종로구,2023-02-17,80.7,80.7,좋음,실외 활동에 좋은 날씨예요,해로움,주의,적합,적합,주의,9.489,-2.191,67.8,4.446,0.0,0.0,32.621,46.823,0.025,0.044,0.003,0.613
11110,종로구,2023-02-18,83.5,83.5,좋음,실외 활동에 좋은 날씨예요 · 미세먼지 주의,주의,적합,적합,적합,해로움,8.143,2.352,58.3,3.321,0.0,0.0,63.853,84.016,0.011,0.054,0.003,0.864
11110,종로구,2023-02-19,79.2,79.2,좋음,실외 활동에 좋은 날씨예요,해로움,적합,주의,적합,주의,6.607,-2.629,56.1,9.868,0.246,0.0,33.166,47.975,0.039,0.02,0.003,0.474
11110,종로구,2023-02-20,78.8,78.8,좋음,"실외 활동에 좋은 날씨예요 · 쌀쌀해요, 옷 챙기세요",해로움,적합,주의,적합,주의,2.982,-6.787,46.4,10.464,0.0,0.0,9.426,38.882,0.034,0.018,0.003,0.355
11110,종로구,2023-02-21,83.1,83.1,좋음,"실외 활동에 좋은 날씨예요 · 쌀쌀해요, 옷 챙기세요",해로움,적합,적합,적합,주의,4.382,-7.42,42.4,5.929,0.0,0.0,15.581,32.036,0.031,0.025,0.003,0.412
11110,종로구,2023-02-22,81.6,81.6,좋음,실외 활동에 좋은 날씨예요,해로움,적합,적합,적합,주의,7.768,-5.904,50.6,6.289,0.0,0.0,26.501,43.361,0.028,0.041,0.004,0.568
11110,종로구,2023-02-23,81.4,81.4,좋음,실외 활동에 좋은 날씨예요,해로움,주의,적합,적합,주의,9.1,-3.03,65.5,6.275,0.0,0.0,24.513,41.69,0.034,0.031,0.003,0.496
11110,종로구,2023-02-24,80.5,80.5,좋음,실외 활동에 좋은 날씨예요,해로움,적합,주의,적합,주의,8.743,-2.738,57.9,9.136,0.0,0.0,29.521,51.425,0.038,0.025,0.003,0.486
11110,종로구,2023-02-25,82.3,82.3,좋음,실외 활동에 좋은 날씨예요,해로움,적합,적합,적합,주의,5.757,-5.448,44.0,7.579,0.0,0.0,18.375,38.14,0.036,0.017,0.003,0.419
11110,종로구,2023-02-26,83.7,83.7,좋음,실외 활동에 좋은 날씨예요,해로움,적합,적합,적합,주의,8.818,-4.736,46.6,5.768,0.0,0.0,21.115,36.974,0.038,0.024,0.003,0.504
11110,종로구,2023-02-27,82.2,82.2,좋음,실외 활동에 좋은 날씨예요,해로움,적합,적합,적합,주의,11.968,-2.828,47.4,6.154,0.0,0.0,31.071,49.052,0.03,0.046,0.004,0.657
11110,종로구,2023-02-28,81.7,81.7,좋음,실외 활동에 좋은 날씨예요,해로움,주의,적합,적합,주의,8.771,-2.298,63.4,7.1,0.0,0.0,24.758,37.591,0.035,0.04,0.003,0.602
11110,종로구,2023-03-01,84.4,84.4,좋음,실외 활동에 좋은 날씨예요,주의,적합,주의,적합,주의,9.414,0.968,54.4,10.482,0.0,0.0,18.272,35.579,0.042,0.021,0.003,0.396
11110,종로구,2023-03-02,79.5,79.5,좋음,실외 활동에 좋은 날씨예요,해로움,주의,주의,적합,주의,6.625,-3.829,37.8,8.993,0.0,0.0,10.994,52.585,0.037,0.018,0.003,0.353
11110,종로구,2023-03-03,81.5,81.5,좋음,실외 활동에 좋은 날씨예요,해로움,주의,적합,적합,주의,10.225,-3.334,65.0,7.586,0.0,0.0,16.698,40.52,0.035,0.03,0.003,0.471
11110,종로구,2023-03-04,83.5,83.5,좋음,실외 활동에 좋은 날씨예요 · 미세먼지 주의,주의,주의,적합,적합,해로움,13.796,2.423,68.4,5.286,0.0,0.0,41.031,69.724,0.039,0.035,0.003,0.602
11110,종로구,2023-03-05,84.2,84.2,좋음,실외 활동에 좋은 날씨예요 · 미세먼지 주의,주의,적합,적합,적합,해로움,15.243,1.247,54.0,5.986,0.0,0.0,48.529,73.034,0.054,0.037,0.003,0.671
11110,종로구,2023-03-06,84.4,84.4,좋음,실외 활동에 좋은 날씨예요,주의,적합,적합,적합,주의,16.061,0.737,41.9,7.039,0.0,0.0,32.719,56.192,0.052,0.046,0.004,0.628
11110,종로구,2023-03-07,88.5,88.5,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,주의,적합,적합,주의,18.832,5.298,60.9,6.521,0.0,0.0,32.954,63.513,0.049,0.04,0.004,0.602
11110,종로구,2023-03-08,87.2,87.2,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,주의,적합,적합,주의,18.136,6.72,66.3,7.371,0.829,0.0,30.516,64.127,0.049,0.038,0.004,0.599
11110,종로구,2023-03-09,77.1,77.1,좋음,실외 활동에 좋은 날씨예요 · 미세먼지 주의,주의,해로움,적합,적합,해로움,13.511,5.946,85.9,7.257,3.579,0.0,42.593,64.168,0.039,0.035,0.003,0.6
11110,종로구,2023-03-10,85.6,85.6,아주좋음,실외 활동하기 아주 좋은 날씨예요 · 미세먼지 주의,주의,주의,적합,적합,해로움,22.264,4.189,62.1,6.121,0.0,0.0,54.161,94.804,0.046,0.041,0.004,0.756
11110,종로구,2023-03-11,89.0,89.0,아주좋음,실외 활동하기 아주 좋은 날씨예요 · 미세먼지 주의,적합,적합,주의,적합,해로움,23.046,9.105,52.0,8.118,0.0,0.0,51.863,99.708,0.066,0.038,0.004,0.726
11110,종로구,2023-03-12,74.1,74.1,좋음,"실외 활동에 좋은 날씨예요 · 비 소식, 우산 챙기세요",해로움,주의,주의,적합,주의,12.296,-2.193,68.0,12.025,5.254,0.0,24.366,54.633,0.061,0.014,0.003,0.48
11110,종로구,2023-03-13,80.7,80.7,좋음,실외 활동에 좋은 날씨예요,해로움,주의,주의,적합,주의,7.386,-4.306,38.9,9.671,0.0,0.0,8.14,34.256,0.037,0.017,0.003,0.338
11110,종로구,2023-03-14,83.9,83.9,좋음,실외 활동에 좋은 날씨예요,주의,적합,주의,적합,주의,15.471,0.872,45.9,9.711,0.0,0.0,10.068,41.644,0.043,0.023,0.003,0.399
11110,종로구,2023-03-15,81.8,81.8,좋음,실외 활동에 좋은 날씨예요,주의,주의,주의,적합,주의,15.189,1.604,66.6,10.007,0.0,0.0,12.574,48.416,0.036,0.026,0.003,0.467
11110,종로구,2023-03-16,80.5,80.5,좋음,실외 활동에 좋은 날씨예요,해로움,주의,적합,적합,해로움,9.5,-1.355,36.8,7.818,0.0,0.0,10.74,59.482,0.036,0.018,0.003,0.381
11110,종로구,2023-03-17,84.0,84.0,좋음,실외 활동에 좋은 날씨예요,해로움,주의,적합,적합,주의,12.732,-0.377,34.3,4.982,0.0,0.0,15.297,43.153,0.03,0.026,0.003,0.464
11110,종로구,2023-03-18,84.7,84.7,좋음,실외 활동에 좋은 날씨예요,주의,적합,적합,적합,주의,14.268,1.289,46.4,7.982,0.0,0.0,28.828,60.909,0.045,0.023,0.003,0.562
11110,종로구,2023-03-19,82.4,82.4,좋음,실외 활동에 좋은 날씨예요 · 미세먼지 주의,주의,적합,적합,적합,해로움,15.029,0.663,59.6,6.55,0.0,0.0,60.276,94.575,0.057,0.028,0.003,0.749
11110,종로구,2023-03-20,83.5,83.5,좋음,실외 활동에 좋은 날씨예요 · 미세먼지 주의,주의,적합,적합,적합,해로움,16.664,1.495,50.4,6.039,0.0,0.0,60.179,86.071,0.044,0.045,0.003,0.786
11110,종로구,2023-03-21,86.6,86.6,아주좋음,실외 활동하기 아주 좋은 날씨예요 · 미세먼지 주의,주의,주의,적합,적합,해로움,21.436,4.114,35.1,4.754,0.0,0.0,37.539,65.016,0.053,0.051,0.004,0.707
11110,종로구,2023-03-22,91.0,91.0,아주좋음,실외 활동하기 아주 좋은 날씨예요 · 미세먼지 주의,주의,적합,적합,적합,해로움,24.757,7.806,44.8,5.818,0.0,0.0,36.877,68.721,0.055,0.046,0.004,0.732
11110,종로구,2023-03-23,87.7,87.7,아주좋음,실외 활동하기 아주 좋은 날씨예요 · 미세먼지 주의,적합,적합,적합,적합,위험,23.643,12.043,48.9,7.836,0.0,0.0,29.111,113.105,0.047,0.023,0.003,0.528
11110,종로구,2023-03-24,84.6,84.6,좋음,실외 활동에 좋은 날씨예요 · 미세먼지 주의,주의,주의,적합,적합,위험,18.007,6.758,36.8,5.743,0.0,0.0,25.799,138.101,0.034,0.024,0.003,0.475
11110,종로구,2023-03-25,87.0,87.0,아주좋음,실외 활동하기 아주 좋은 날씨예요 · 미세먼지 주의,주의,적합,적합,적합,해로움,18.257,6.704,59.9,6.511,0.0,0.0,26.458,100.257,0.043,0.021,0.003,0.459
11110,종로구,2023-03-26,81.6,81.6,좋음,실외 활동에 좋은 날씨예요,주의,주의,주의,적합,주의,14.521,2.272,34.0,9.636,0.0,0.0,15.373,59.064,0.046,0.012,0.003,0.37
11110,종로구,2023-03-27,84.4,84.4,좋음,실외 활동에 좋은 날씨예요,주의,적합,주의,적합,주의,14.039,0.096,44.8,8.293,0.0,0.0,20.27,47.9,0.05,0.023,0.003,0.434
11110,종로구,2023-03-28,85.9,85.9,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,적합,적합,적합,주의,15.521,1.96,53.3,6.586,0.0,0.0,28.636,66.71,0.052,0.033,0.003,0.505
11110,종로구,2023-03-29,86.7,86.7,아주좋음,실외 활동하기 아주 좋은 날씨예요 · 미세먼지 주의,주의,적합,적합,적합,해로움,19.804,3.92,50.3,6.764,0.0,0.0,38.374,80.649,0.052,0.038,0.004,0.585
11110,종로구,2023-03-30,87.8,87.8,아주좋음,실외 활동하기 아주 좋은 날씨예요 · 미세먼지 주의,주의,적합,적합,적합,해로움,21.271,5.225,42.5,6.9,0.0,0.0,39.399,80.54,0.064,0.04,0.004,0.622
11110,종로구,2023-03-31,88.8,88.8,아주좋음,실외 활동하기 아주 좋은 날씨예요 · 미세먼지 주의,주의,적합,적합,적합,해로움,23.554,6.613,42.5,6.129,0.0,0.0,47.766,99.122,0.069,0.042,0.004,0.628
11110,종로구,2023-04-01,90.0,90.0,아주좋음,실외 활동하기 아주 좋은 날씨예요 · 미세먼지 주의,주의,적합,적합,적합,해로움,25.407,8.528,40.4,6.425,0.0,0.0,49.21,89.14,0.08,0.041,0.004,0.647
11110,종로구,2023-04-02,87.7,87.7,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,24.707,11.729,29.6,7.604,0.0,0.0,30.048,47.454,0.062,0.024,0.003,0.468
11110,종로구,2023-04-03,87.2,87.2,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,25.529,10.698,29.4,7.504,0.0,0.0,31.725,49.147,0.065,0.029,0.003,0.462
11110,종로구,2023-04-04,86.8,86.8,아주좋음,"실외 활동하기 아주 좋은 날씨예요 · 비 소식, 우산 챙기세요",적합,적합,주의,적합,주의,21.689,12.143,40.4,9.525,7.211,0.111,20.443,37.224,0.05,0.022,0.003,0.391
11110,종로구,2023-04-05,60.0,60.0,무난,"실외 활동하기 무난해요 — 비 많음, 우산 필수",주의,위험,주의,주의,주의,14.986,7.302,97.8,8.843,45.207,0.321,11.866,18.096,0.043,0.017,0.002,0.437
11110,종로구,2023-04-06,74.9,74.9,좋음,실외 활동에 좋은 날씨예요 · 미세먼지 주의,주의,해로움,적합,적합,해로움,10.136,6.194,94.6,6.329,2.489,0.054,52.58,62.249,0.043,0.021,0.002,0.696
11110,종로구,2023-04-07,81.6,81.6,좋음,실외 활동에 좋은 날씨예요 · 미세먼지 주의,주의,주의,주의,적합,해로움,15.764,2.581,65.0,10.454,0.0,0.0,41.766,73.442,0.046,0.021,0.003,0.503
11110,종로구,2023-04-08,83.7,83.7,좋음,실외 활동에 좋은 날씨예요,주의,적합,주의,적합,주의,15.104,0.915,51.1,10.143,0.0,0.0,7.601,39.671,0.043,0.017,0.003,0.341
11110,종로구,2023-04-09,84.3,84.3,좋음,실외 활동에 좋은 날씨예요,주의,적합,주의,적합,주의,18.082,2.222,56.8,8.889,0.0,0.0,15.734,59.392,0.057,0.019,0.003,0.445
11110,종로구,2023-04-10,87.4,87.4,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,적합,주의,적합,주의,19.411,4.888,50.8,9.782,0.0,0.0,17.79,46.164,0.059,0.025,0.003,0.443
11110,종로구,2023-04-11,81.1,81.1,좋음,실외 활동에 좋은 날씨예요,적합,주의,주의,적합,해로움,17.707,9.244,73.4,13.264,1.729,0.093,19.215,68.374,0.051,0.019,0.003,0.359
11110,종로구,2023-04-12,55.0,78.6,주의,"⚠️ 미세먼지 매우 나쁨, 마스크 착용 — 실외 활동에 주의하세요",주의,적합,주의,적합,위험,15.786,3.169,45.1,9.825,0.0,0.0,29.49,263.464,0.04,0.023,0.003,0.362
11110,종로구,2023-04-13,55.0,82.8,주의,"⚠️ 미세먼지 매우 나쁨, 마스크 착용 — 실외 활동에 주의하세요",주의,적합,적합,적합,위험,17.907,4.923,45.0,5.711,0.0,0.0,26.712,189.158,0.035,0.034,0.003,0.481
11110,종로구,2023-04-14,89.1,89.1,아주좋음,실외 활동하기 아주 좋은 날씨예요 · 미세먼지 주의,적합,적합,적합,적합,해로움,21.936,11.043,58.6,6.707,0.0,0.0,19.777,92.58,0.052,0.032,0.003,0.49
11110,종로구,2023-04-15,82.3,82.3,좋음,실외 활동에 좋은 날씨예요,주의,해로움,적합,적합,주의,17.004,8.379,81.8,6.707,2.896,0.129,20.507,59.384,0.041,0.023,0.003,0.463
11110,종로구,2023-04-16,80.9,80.9,좋음,실외 활동에 좋은 날씨예요 · 미세먼지 주의,주의,주의,주의,적합,위험,16.496,6.161,71.4,9.539,0.036,0.0,30.234,106.532,0.047,0.015,0.002,0.434
11110,종로구,2023-04-17,86.7,86.7,아주좋음,실외 활동하기 아주 좋은 날씨예요 · 미세먼지 주의,주의,적합,적합,적합,해로움,18.679,5.757,59.0,6.004,0.0,0.0,28.409,100.273,0.052,0.025,0.003,0.459
11110,종로구,2023-04-18,86.6,86.6,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,18.332,9.875,78.6,6.461,1.5,0.021,17.283,43.33,0.043,0.022,0.002,0.483
11110,종로구,2023-04-19,86.1,86.1,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,주의,적합,적합,주의,28.703,11.105,66.1,6.95,0.0,0.0,17.65,36.698,0.06,0.023,0.003,0.485
11110,종로구,2023-04-20,83.0,83.0,좋음,실외 활동에 좋은 날씨예요,적합,해로움,적합,적합,주의,18.65,14.068,92.1,6.825,0.161,0.018,12.865,24.241,0.05,0.019,0.002,0.422
11110,종로구,2023-04-21,91.6,91.6,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,적합,적합,적합,주의,23.093,11.377,50.4,7.489,0.0,0.0,14.267,55.817,0.047,0.015,0.003,0.371
11110,종로구,2023-04-22,84.9,84.9,좋음,실외 활동에 좋은 날씨예요,적합,주의,적합,적합,주의,22.214,12.475,22.9,7.4,0.0,0.0,11.99,54.172,0.046,0.015,0.003,0.31
11110,종로구,2023-04-23,89.7,89.7,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,22.236,10.27,34.1,6.911,0.0,0.0,14.684,53.049,0.052,0.017,0.003,0.365
11110,종로구,2023-04-24,91.7,91.7,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,적합,적합,적합,주의,20.861,10.805,40.5,7.764,0.0,0.0,15.352,50.941,0.051,0.018,0.003,0.35
11110,종로구,2023-04-25,90.3,90.3,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,주의,적합,적합,주의,13.343,8.311,68.6,6.375,0.425,0.014,15.005,33.241,0.042,0.023,0.003,0.387
11110,종로구,2023-04-26,86.7,86.7,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,주의,주의,적합,주의,13.521,5.399,69.9,8.336,0.0,0.0,13.169,27.965,0.04,0.016,0.002,0.362
11110,종로구,2023-04-27,89.1,89.1,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,주의,적합,적합,주의,20.593,4.526,61.6,6.014,0.0,0.0,21.076,38.118,0.057,0.029,0.003,0.49
11110,종로구,2023-04-28,89.3,89.3,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,주의,적합,적합,주의,21.804,7.761,62.0,7.793,1.8,0.061,16.545,35.942,0.055,0.029,0.003,0.49
