shot_id,match_id,team,opponent,player,period,minute,second,shot_x,shot_y,shot_dist_to_goal_m,xg,outcome,is_goal,shot_type,body_part,first_time,under_pressure,play_pattern,attack_start_x,attack_start_y,attack_start_type,attack_duration_s,n_pass,n_carry,x_progression,goal_dist_gain,progression_speed,last_pass_type,last_pass_x,last_pass_y,attack_path,has_360_frame,n_tracked_360,n_defenders_ff,nearest_def_dist_m,def_within_1m,def_within_2m,def_within_3m,def_in_box,def_between_ball_goal,teammates_in_box,gk_x,gk_y,gk_dist_from_goalline_m,gk_lateral_offset_m,attack_type
473df22f-d159-4416-a5ce-62838698ea12,3857276,Canada,Morocco,Mark Anthony Kaye,1,2,5,96.5,40.7,21.5,0.038882375,Blocked,0,Open Play,Left Foot,True,True,Regular Play,69.3,13.7,Pass,11,3,2,27.2,33.6,2.47,cutback,103.1,51.1,half_space,True,20,11,0.94,1,1,2,8,3,4,118.5,39.1,1.37,0.82,cutback
13b63722-8099-4cdf-818a-d2df3036a633,3857276,Morocco,Canada,Hakim Ziyech,1,3,29,83.9,45.0,33.32,0.024477394,Goal,1,Open Play,Left Foot,True,False,From Throw In,87.0,4.7,Pressure,46,1,0,-3.1,11.9,-0.07,,,,central,True,8,6,10.68,0,0,0,0,1,0,96.0,39.2,21.95,0.73,other
19f400ea-038a-458b-a26a-2a6137a71583,3857276,Morocco,Canada,Abdelhamid Sabiri,1,8,18,86.8,38.4,30.39,0.02207015,Blocked,0,Free Kick,Right Foot,False,False,From Free Kick,86.8,38.4,Shot,0,0,0,0.0,0.0,,,,,central,True,20,11,9.05,0,0,0,1,4,0,119.0,41.3,0.91,1.19,set_piece
06924724-9654-4c47-a906-2e4c55b1155f,3857276,Morocco,Canada,Sofiane Boufal,1,9,9,107.0,48.3,14.1,0.06158555,Wayward,0,Open Play,Left Foot,False,False,From Corner,120.0,80.0,Pass,4,0,1,-13.0,24.6,-3.25,,,,central,True,18,10,1.12,0,1,1,9,4,5,118.9,42.0,1.01,1.83,other
ac8b083c-950f-4978-8497-8f60b4b4fe6d,3857276,Canada,Morocco,Tajon Buchanan,1,14,7,113.3,34.9,7.7,0.27914461,Off T,0,Open Play,Right Foot,True,False,From Counter,16.1,69.7,Pass,12,4,5,97.2,99.6,8.1,central_pass,100.8,61.9,half_space,False,0,7,3.21,0,0,0,5,1,1,116.4,37.6,3.29,2.19,fast_counter
5c5a5090-a0eb-47cf-bc78-fd124cb45f43,3857276,Morocco,Canada,Hakim Ziyech,1,15,6,97.5,54.0,24.23,0.022624016,Off T,0,Open Play,Left Foot,False,False,From Goal Kick,7.0,44.1,Pass,31,10,9,90.5,86.6,2.92,central_pass,39.4,39.2,central,True,12,8,1.93,0,1,1,6,1,3,118.5,42.6,1.37,2.38,central_penetration
fa3e211a-da39-4edb-af18-f1c34dd09874,3857276,Morocco,Canada,Youssef En-Nesyri,1,22,36,107.6,53.2,16.56,0.10405799,Goal,1,Open Play,Right Foot,False,False,From Throw In,63.3,80.0,Pass,24,6,6,44.3,51.3,1.85,through_ball,39.0,79.2,wide,True,5,4,0.91,1,1,2,3,1,0,117.0,43.7,2.74,3.38,central_penetration
c250176b-5f51-4bfc-8fb0-5ecb47352fe2,3857276,Morocco,Canada,Abdelhamid Sabiri,1,32,45,107.9,34.2,12.27,0.09711841,Blocked,0,Open Play,Right Foot,True,False,Regular Play,27.6,29.0,Duel,29,10,9,80.3,79.6,2.77,central_pass,104.2,41.3,central,True,13,8,1.27,0,1,1,8,3,2,118.1,37.9,1.74,1.92,central_penetration
650fa4d8-6a8d-4340-a0e2-1268ca085d4b,3857276,Morocco,Canada,Youssef En-Nesyri,1,47,18,106.8,46.7,13.54,0.094470315,Wayward,0,Open Play,Right Foot,True,False,From Free Kick,80.9,75.7,Pass,3,0,0,25.9,38.1,8.63,,,,central,True,15,10,4.0,0,0,0,9,2,4,119.0,42.1,0.91,1.92,other
4d310ca7-0c38-46f7-8d2d-2b695968dd56,3857276,Canada,Morocco,Alphonso Davies,2,57,6,105.1,41.2,13.67,0.051903803,Off T,0,Open Play,Left Foot,True,False,Regular Play,39.8,33.8,Duel,11,3,3,65.3,65.5,5.94,cross,96.1,68.4,wide,True,10,6,2.33,0,0,1,6,2,1,117.9,41.5,1.92,1.37,fast_counter
fffd8564-9064-427c-900c-f59a8163f4ca,3857276,Canada,Morocco,Atiba Hutchinson,2,70,55,112.2,37.7,7.44,0.086874224,Post,0,Open Play,Head,False,True,From Corner,120.0,80.0,Pass,2,1,0,-7.8,31.9,-3.9,cutback,120.0,80.0,wide,True,18,11,0.55,1,3,3,10,1,5,116.7,38.8,3.02,1.1,cutback
c8a3baeb-6a18-4b13-a1ba-07bd5b1f9bc5,3857276,Canada,Morocco,Alistair Johnston,2,70,57,118.8,41.6,1.83,0.638813,Off T,0,Open Play,Head,False,True,From Corner,120.0,80.0,Pass,4,1,0,-1.2,38.0,-0.3,,,,central,True,15,9,0.52,1,3,4,9,1,5,120.0,39.3,0.0,0.64,other
4f45c801-4bd5-448e-b985-5d23fd737fbd,3857271,England,Iran,Harry Maguire,1,7,15,115.4,29.4,10.57,0.23307544,Off T,0,Open Play,Left Foot,True,False,From Free Kick,73.9,55.6,Pass,4,1,1,41.5,37.1,10.38,,,,half_space,True,17,11,3.56,0,0,0,10,0,3,115.8,38.8,3.84,1.1,fast_counter
743254c2-073c-4f7b-a0af-c0a6304c36d5,3857271,England,Iran,Bukayo Saka,1,26,58,101.1,55.3,22.24,0.028282227,Saved,0,Open Play,Left Foot,False,False,Regular Play,63.3,17.7,Interception,9,1,2,37.8,36.6,4.2,central_pass,85.9,20.9,half_space,True,16,10,2.01,0,0,2,7,2,2,117.7,41.9,2.1,1.74,central_penetration
8f88956e-94ff-460b-afdd-570963d6759a,3857271,England,Iran,Mason Mount,1,29,8,113.4,49.1,10.28,0.06697492,Off T,0,Open Play,Right Foot,True,False,From Free Kick,47.9,69.0,Pass,66,21,19,65.5,66.5,0.99,cross,113.6,68.0,wide,True,15,10,1.13,0,1,1,7,1,2,117.6,43.8,2.19,3.47,wide_cross
e32629f1-a105-440c-8bfa-fdfebd076f4a,3857271,England,Iran,Harry Maguire,1,31,47,110.5,40.7,8.71,0.06988547,Post,0,Open Play,Head,False,True,From Corner,120.0,80.0,Pass,2,1,0,-9.5,30.5,-4.75,cutback,120.0,80.0,wide,True,18,11,0.78,1,1,1,9,1,4,119.0,39.8,0.91,0.18,cutback
09a3d7a3-983e-4c01-a8c1-2b1db7169647,3857271,England,Iran,Jude Bellingham,1,34,9,112.0,38.0,7.54,0.08285139,Goal,1,Open Play,Head,False,True,Regular Play,18.6,65.8,Pass,68,17,14,93.4,96.4,1.37,cross,109.9,6.6,wide,True,15,9,0.93,1,2,2,9,2,4,117.0,38.7,2.74,1.19,wide_cross
c9bdb7ab-5b37-4fea-a46b-5969a3563175,3857271,England,Iran,Bukayo Saka,1,42,46,104.1,38.5,14.6,0.061030492,Goal,1,Open Play,Left Foot,True,False,From Corner,120.0,0.1,Pass,3,2,0,-15.9,23.9,-5.3,cutback,107.0,47.4,central,True,19,11,1.58,0,1,1,10,4,5,117.8,39.9,2.01,0.09,cutback
d47018bb-61d6-425b-ab3c-fa5982a27e05,3857271,England,Iran,Raheem Sterling,1,45,17,111.0,42.8,8.62,0.1885282,Goal,1,Open Play,Right Foot,True,False,Regular Play,45.8,23.0,Ball Recovery,27,7,8,65.2,66.7,2.41,cross,107.2,61.9,half_space,True,10,7,2.43,0,0,1,6,1,1,118.1,41.7,1.74,1.55,wide_cross
eb275892-7c32-45cf-b985-aaaa70f0abe3,3857271,Iran,England,Alireza Jahanbakhsh,1,55,4,106.4,48.8,14.81,0.11232807,Off T,0,Open Play,Right Foot,True,False,Regular Play,64.5,42.4,Ball Recovery,9,2,2,41.9,39.4,4.66,cross,102.6,13.2,wide,True,11,7,4.04,0,0,0,7,1,2,117.9,42.4,1.92,2.19,fast_counter
be726f9e-21ea-4db2-b188-92a93bf619c8,3857271,England,Iran,Kieran Trippier,2,50,11,93.9,27.7,26.38,0.042866398,Blocked,0,Free Kick,Right Foot,False,False,From Free Kick,93.9,27.7,Shot,0,0,0,0.0,0.0,,,,,half_space,True,20,11,8.23,0,0,0,11,4,4,119.1,40.3,0.82,0.27,set_piece
f756b2e3-e4d6-4732-af47-f7a7b53bbe18,3857271,England,Iran,Luke Shaw,2,58,56,97.9,25.1,24.37,0.021548782,Blocked,0,Open Play,Left Foot,True,False,From Free Kick,38.7,17.3,Pass,24,8,6,59.2,57.8,2.47,,,,half_space,True,14,9,3.81,0,0,0,5,3,2,116.7,37.8,3.02,2.01,slow_possession
e71b5d22-1492-45e0-b17a-e377d30e6cf4,3857271,Iran,England,Saeid Ezatolahi Afagh,2,60,16,83.8,35.5,33.36,0.0065368367,Off T,0,Open Play,Right Foot,False,False,Regular Play,57.5,16.5,Pass,8,2,2,26.3,30.3,3.29,central_pass,85.0,35.5,central,True,16,10,7.78,0,0,0,1,1,0,117.6,39.8,2.19,0.18,central_penetration
828aa0c6-95dc-422f-aaa5-fd201e3a5ad9,3857271,England,Iran,Bukayo Saka,2,61,26,105.3,46.3,14.62,0.080026746,Goal,1,Open Play,Left Foot,False,False,Regular Play,57.4,16.4,Pass,11,2,4,47.9,50.9,4.35,,,,central,True,13,8,2.21,0,0,1,7,2,3,116.0,42.3,3.66,2.1,fast_counter
4e3dddd6-1001-4bca-a950-fe89f59cea25,3857271,Iran,England,Mehdi Taremi,2,64,33,109.7,48.0,11.93,0.065701395,Goal,1,Open Play,Right Foot,True,True,From Throw In,97.9,80.0,Pass,18,6,4,11.8,32.7,0.66,central_pass,99.0,61.7,half_space,True,16,10,1.12,0,1,2,6,1,2,116.7,43.8,3.02,3.47,central_penetration
e78cbb4c-63d2-4368-8396-0e0acdf33e29,3857271,Iran,England,Mehdi Torabi,2,69,3,103.5,32.3,16.65,0.045791544,Blocked,0,Open Play,Right Foot,False,False,From Throw In,9.7,80.0,Pass,42,7,8,93.8,99.1,2.23,cutback,105.5,23.1,half_space,True,15,9,2.09,0,0,2,9,3,4,117.4,37.7,2.38,2.1,cutback
98df5d37-d8a0-49e5-af23-7e0605e1ee65,3857271,Iran,England,Ahmad Nourollahi,2,69,5,97.8,34.8,20.85,0.028478073,Off T,0,Open Play,Left Foot,True,False,From Throw In,9.7,80.0,Pass,44,7,8,88.1,94.5,2.0,,,,central,True,15,9,3.94,0,0,0,9,3,4,118.2,39.0,1.65,0.91,other
eb01f465-08f6-4adf-a1b8-865127b41a97,3857271,England,Iran,Marcus Rashford,2,70,51,109.7,47.7,11.76,0.40810898,Goal,1,Open Play,Left Foot,False,False,From Goal Kick,7.0,44.1,Pass,24,3,3,102.7,100.2,4.28,central_pass,82.9,38.7,central,True,11,7,4.11,0,0,0,5,1,2,115.3,44.4,4.3,4.02,central_penetration
ba04a55e-9bc0-464d-820f-d32c9f35d18f,3857271,Iran,England,Mehdi Taremi,2,76,20,105.1,54.6,19.08,0.06202265,Off T,0,Open Play,Right Foot,True,True,From Counter,53.0,39.1,Pass,5,2,1,52.1,46.1,10.42,central_pass,56.4,46.1,central,True,4,3,1.51,0,1,1,2,1,0,114.2,45.4,5.3,4.94,fast_counter
f220150c-38d7-4456-b5ef-5bf0e70a001e,3857271,England,Iran,Marcus Rashford,2,83,5,108.6,50.7,14.3,0.0776978,Blocked,0,Open Play,Left Foot,False,False,Regular Play,69.1,72.6,Pass,75,22,20,39.5,44.8,0.53,central_pass,59.4,33.1,central,True,15,9,2.79,0,0,1,8,2,4,117.6,43.6,2.19,3.29,central_penetration
0ae88f68-f153-4cfc-8fdc-68ae1c5c17b8,3857271,England,Iran,Jack Grealish,2,89,1,112.0,39.9,7.32,0.6262809,Goal,1,Open Play,Right Foot,True,False,From Free Kick,64.2,36.9,Pass,86,35,24,47.8,47.9,0.56,cutback,113.1,53.0,half_space,True,7,4,3.76,0,0,0,3,1,2,114.9,49.0,4.66,8.23,cutback
d1394538-2cec-4547-904f-a529be2af46d,3857271,Iran,England,Sardar Azmoun,2,97,41,110.9,30.5,12.03,0.35130003,Saved to Post,0,Open Play,Right Foot,False,False,Regular Play,76.7,9.1,Pass,6,3,3,34.2,40.0,5.7,through_ball,73.7,13.6,wide,True,6,4,4.15,0,0,0,3,1,0,115.6,35.4,4.02,4.21,central_penetration
364fa937-c38a-4c40-b659-5e2c369263bd,3857296,Croatia,Belgium,Ivan Perišić,1,0,8,102.9,23.8,21.54,0.03397081,Off T,0,Open Play,Right Foot,False,False,From Kick Off,60.0,40.0,Pass,8,4,4,42.9,36.4,5.36,central_pass,55.3,44.7,central,True,13,9,2.22,0,0,1,5,1,2,118.6,37.2,1.28,2.56,fast_counter
e5643de5-fddc-4ce4-88b5-3cb0e3b7ef31,3857296,Belgium,Croatia,Yannick Ferreira Carrasco,1,9,7,105.3,27.8,17.47,0.05519996,Blocked,0,Open Play,Right Foot,False,False,From Free Kick,65.1,40.0,Pass,38,14,13,40.2,35.8,1.06,central_pass,77.3,26.3,half_space,True,17,10,1.31,0,3,3,7,3,3,118.8,38.0,1.1,1.83,central_penetration
e2fdd559-20ee-4568-938b-e0fc4f20d432,3857296,Belgium,Croatia,Yannick Ferreira Carrasco,1,10,51,117.0,29.2,10.25,0.020840297,Blocked,0,Open Play,Right Foot,False,False,From Free Kick,29.6,66.1,Pass,32,11,9,87.4,82.9,2.73,cross,111.1,59.4,half_space,True,14,8,3.91,0,0,0,8,2,3,119.0,35.2,0.91,4.39,wide_cross
dfa7a03f-d353-42b6-8eab-0b3c773cab85,3857296,Belgium,Croatia,Dries Mertens,1,12,56,105.2,33.9,14.64,0.1934709,Off T,0,Open Play,Right Foot,True,True,From Counter,29.9,44.9,Pass,9,3,2,75.3,74.2,8.37,through_ball,89.7,51.2,half_space,True,10,7,1.65,0,1,1,4,1,1,117.1,39.5,2.65,0.46,fast_counter
c6a6c1cf-85c6-4f3e-981e-9a08db6494ba,3857296,Belgium,Croatia,Axel Witsel,1,24,50,92.7,34.9,25.39,0.025340356,Blocked,0,Open Play,Right Foot,False,False,Regular Play,45.6,59.2,Pass,62,18,18,47.1,49.1,0.76,cutback,105.1,22.6,half_space,True,18,10,2.29,0,0,1,7,4,5,119.2,39.6,0.73,0.37,cutback
acb70d12-2cb8-447a-804b-a2f037965fb8,3857296,Croatia,Belgium,Marcelo Brozović,1,32,19,99.8,36.6,18.73,0.054300383,Blocked,0,Open Play,Left Foot,False,False,From Throw In,108.5,0.1,Pass,28,8,6,-8.7,21.0,-0.31,cutback,102.8,22.1,half_space,True,18,10,1.07,0,1,2,5,2,4,118.4,39.2,1.46,0.73,cutback
254222dc-6a4a-4e76-8062-a3a8747ae9ca,3857296,Croatia,Belgium,Marko Livaja,1,32,28,112.2,42.5,7.49,0.104244776,Off T,0,Open Play,Head,False,True,From Throw In,108.5,0.1,Pass,37,10,7,3.7,33.3,0.1,cross,110.2,4.1,wide,True,14,9,0.83,2,2,2,5,1,1,119.0,40.5,0.91,0.46,wide_cross
e2c8f9fc-08c1-4988-8ec5-49b55a0c299d,3857296,Belgium,Croatia,Dries Mertens,1,41,14,116.9,49.2,8.88,0.108029366,Wayward,0,Open Play,Left Foot,True,False,Regular Play,70.5,20.0,Pass,69,28,24,46.4,43.7,0.67,cross,118.2,57.2,half_space,True,15,10,2.75,0,0,1,9,1,3,119.0,44.1,0.91,3.75,wide_cross
b677a42f-dd8c-4931-baca-5a2bcf0c8c8d,3857296,Croatia,Belgium,Borna Sosa,1,44,42,94.9,25.7,26.41,0.024362085,Off T,0,Open Play,Left Foot,False,False,Regular Play,5.2,38.7,Ball Recovery,55,13,9,89.7,85.9,1.63,central_pass,91.9,50.1,half_space,True,20,11,2.96,0,0,1,5,1,1,118.7,38.4,1.19,1.46,central_penetration
6d173e6f-fc09-488e-95bc-bd7c0866dc78,3857296,Croatia,Belgium,Ivan Perišić,1,48,47,108.5,38.0,10.67,0.08771692,Wayward,0,Open Play,Head,False,False,From Throw In,89.6,0.1,Pass,18,8,4,18.9,38.5,1.05,cross,113.4,65.6,wide,True,12,9,1.47,0,1,1,6,1,1,119.2,39.8,0.73,0.18,wide_cross
60f6f1bb-756e-46f6-831e-e805defb3b0c,3857296,Croatia,Belgium,Josip Juranović,1,48,56,103.1,51.5,18.69,0.041306578,Off T,0,Open Play,Right Foot,True,False,From Throw In,89.6,0.1,Pass,27,8,5,13.5,29.7,0.5,,,,half_space,True,17,10,4.72,0,0,0,8,3,4,118.3,42.2,1.55,2.01,slow_possession
526a8e99-85bc-4561-a695-0158650da5f7,3857296,Belgium,Croatia,Yannick Ferreira Carrasco,2,47,54,100.9,28.3,20.48,0.026916144,Wayward,0,Open Play,Left Foot,True,False,From Corner,120.0,80.0,Pass,3,0,0,-19.1,17.6,-6.37,,,,half_space,True,19,11,7.32,0,0,0,11,5,6,119.0,38.1,0.91,1.74,other
d3eea860-3d7b-4234-aa28-b83d35f1f927,3857296,Belgium,Croatia,Romelu Lukaku Menama,2,48,2,117.5,34.2,5.78,0.1189759,Saved,0,Open Play,Head,False,True,From Corner,120.0,80.0,Pass,11,2,2,-2.5,33.7,-0.23,cross,117.5,63.8,wide,True,20,11,0.65,2,2,2,10,1,5,119.5,37.0,0.46,2.74,wide_cross
7f4067cb-9208-4cae-81ec-961e8ffea634,3857296,Croatia,Belgium,Mateo Kovačić,2,49,15,103.9,29.2,17.73,0.07960723,Saved,0,Open Play,Right Foot,False,False,From Keeper,7.2,41.2,Pass,59,18,15,96.7,93.4,1.64,central_pass,96.0,35.2,central,True,15,10,2.18,0,0,2,5,1,1,118.0,38.2,1.83,1.65,central_penetration
4799713f-dd43-4ede-a5c6-b2ea63f69933,3857296,Croatia,Belgium,Borna Sosa,2,49,54,94.7,35.3,23.53,0.024012579,Off T,0,Open Play,Left Foot,False,False,From Corner,120.0,0.1,Pass,8,3,3,-25.3,14.2,-3.16,,,,central,True,20,11,5.28,0,0,0,8,3,4,118.8,39.8,1.1,0.18,other
bcf52ea6-b0d3-4575-9758-ddbb8f479712,3857296,Belgium,Croatia,Kevin De Bruyne,2,50,38,100.9,32.5,18.76,0.048855886,Off T,0,Open Play,Left Foot,False,True,From Goal Kick,6.0,36.0,Pass,37,12,10,94.9,93.6,2.56,cutback,107.1,28.0,half_space,True,16,9,2.31,0,0,1,8,3,3,118.9,38.1,1.01,1.74,cutback
51790588-987a-4e63-b965-b90098c5ebb9,3857296,Croatia,Belgium,Marcelo Brozović,2,53,8,100.6,37.7,17.86,0.10219261,Saved,0,Open Play,Left Foot,True,True,Regular Play,22.8,27.8,Pass,73,18,15,77.8,78.4,1.07,central_pass,100.8,31.0,central,True,16,10,1.19,0,1,1,6,2,4,118.8,39.7,1.1,0.27,central_penetration
41a28fd2-7a6d-4d11-ab36-662edf29c124,3857296,Croatia,Belgium,Luka Modrić,2,53,42,105.6,52.9,17.68,0.071706615,Saved,0,Open Play,Left Foot,False,True,From Throw In,111.9,0.1,Pass,26,10,8,-6.3,21.4,-0.24,central_pass,95.1,53.7,half_space,True,16,9,1.32,0,1,1,8,1,2,118.9,42.5,1.01,2.29,central_penetration
4d24c4b6-efe8-4170-b8ed-e96e7f386697,3857296,Belgium,Croatia,Yannick Ferreira Carrasco,2,59,47,112.8,36.3,7.4,0.09935363,Blocked,0,Open Play,Right Foot,False,False,From Keeper,5.0,37.7,Goal Keeper,46,13,14,107.8,106.9,2.34,central_pass,83.3,41.7,central,True,10,7,1.13,0,2,4,5,2,2,115.4,36.8,4.21,2.93,central_penetration
6ffaa2e9-dde1-4e99-b913-008e8f6c8b0e,3857296,Belgium,Croatia,Romelu Lukaku Menama,2,59,49,110.7,45.1,9.7,0.19960539,Post,0,Open Play,Right Foot,True,True,From Keeper,5.0,37.7,Goal Keeper,48,13,14,105.7,104.4,2.2,,,,central,True,12,7,3.15,0,0,0,6,2,3,115.3,42.2,4.3,2.01,slow_possession
90fa222e-7214-4251-907e-4c13dea0e5bc,3857296,Belgium,Croatia,Romelu Lukaku Menama,2,61,50,113.1,42.1,6.6,0.30245224,Off T,0,Open Play,Head,False,False,Regular Play,82.6,37.7,Ball Recovery,37,11,9,30.5,30.3,0.82,,,,central,True,13,8,1.24,0,1,2,8,0,3,113.4,36.1,6.04,3.57,slow_possession
e9af7197-0724-4ef3-b17e-07da8e6cac98,3857296,Croatia,Belgium,Luka Modrić,2,67,9,106.7,39.0,12.2,0.07160131,Saved,0,Open Play,Right Foot,False,False,From Free Kick,46.3,44.6,Pass,47,14,14,60.4,60.5,1.29,cross,116.0,24.7,half_space,True,15,9,1.43,0,1,2,9,2,3,118.9,40.3,1.01,0.27,wide_cross
e96a5916-d1e2-4b7d-9a7f-b103be833574,3857296,Belgium,Croatia,Kevin De Bruyne,2,68,11,111.9,60.4,20.07,0.0061408128,Saved,0,Open Play,Right Foot,True,True,From Goal Kick,6.0,36.0,Pass,15,4,2,105.9,92.1,7.06,other,93.4,70.6,wide,True,14,9,1.02,0,1,1,5,1,2,119.1,43.9,0.82,3.57,other
aa3fc28f-fc81-42e2-834e-3ae8e92a0da0,3857296,Belgium,Croatia,Jan Vertonghen,2,77,41,112.6,36.5,7.49,0.07045005,Blocked,0,Open Play,Head,False,True,From Corner,120.0,80.0,Pass,2,1,0,-7.4,31.8,-3.7,cutback,120.0,80.0,wide,True,18,11,0.65,1,1,3,11,4,4,119.4,39.3,0.55,0.64,cutback
52099583-c849-48ca-9e9e-ea2569525622,3857296,Belgium,Croatia,Thomas Meunier,2,86,9,110.5,53.1,14.8,0.04308796,Blocked,0,Open Play,Right Foot,True,False,From Corner,120.0,80.0,Pass,60,10,11,-9.5,23.8,-0.16,,,,half_space,True,15,9,4.83,0,0,0,7,3,4,119.1,43.5,0.82,3.2,slow_possession
14cf62a1-a8b4-48d8-b7cd-1ff6d1356524,3857296,Belgium,Croatia,Romelu Lukaku Menama,2,86,9,115.5,43.8,5.39,0.4909717,Off T,0,Open Play,Left Foot,False,False,From Corner,120.0,80.0,Pass,60,10,11,-4.5,34.1,-0.07,,,,central,True,15,9,1.68,0,2,2,7,1,4,119.0,42.9,0.91,2.65,slow_possession
5078e0df-5e43-4742-956a-45fd5c985eaf,3857296,Belgium,Croatia,Romelu Lukaku Menama,2,89,41,117.4,37.3,3.43,0.5721495,Saved,0,Open Play,Other,False,False,Regular Play,22.5,60.1,Duel,27,5,7,94.9,95.8,3.51,cross,115.7,56.3,half_space,True,17,10,1.23,0,1,1,10,1,2,117.3,43.1,2.47,2.83,wide_cross
6480e222-737c-4aed-b197-531c094e9437,3857274,Netherlands,Ecuador,Cody Mathès Gakpo,1,5,3,100.6,31.0,19.56,0.059259485,Goal,1,Open Play,Left Foot,False,False,From Throw In,55.7,80.0,Pass,18,4,4,44.9,54.3,2.49,central_pass,96.6,26.8,half_space,True,15,8,1.88,0,1,2,4,2,0,115.0,37.6,4.57,2.19,central_penetration
ff1a53d0-f872-4616-8507-eff81ff4f55f,3857274,Ecuador,Netherlands,Enner Remberto Valencia Lastra,1,10,39,107.0,30.0,15.0,0.062208217,Blocked,0,Open Play,Left Foot,True,False,From Free Kick,75.1,22.5,Pass,11,4,2,31.9,31.8,2.9,cross,118.5,26.0,half_space,True,15,9,4.39,0,0,0,9,5,5,118.6,38.0,1.28,1.83,wide_cross
42373685-6982-43c1-900a-effd6f2a52ac,3857274,Ecuador,Netherlands,Moisés Isaac Caicedo Corozo,1,23,32,94.8,37.9,23.12,0.030668529,Blocked,0,Open Play,Right Foot,False,False,From Throw In,19.9,80.0,Pass,17,1,4,74.9,82.5,4.41,,,,central,True,13,8,3.66,0,0,0,6,3,3,118.3,39.4,1.55,0.55,other
6bcbde54-278e-4ad6-a4b4-b8a2297b48b3,3857274,Ecuador,Netherlands,Michael Steveen Estrada Martínez,1,26,56,112.1,34.6,8.75,0.069653474,Wayward,0,Open Play,Left Foot,True,False,Regular Play,72.3,57.2,Pass,17,5,5,39.8,41.1,2.34,cross,117.3,13.5,wide,True,12,9,2.56,0,0,2,7,1,2,117.9,37.7,1.92,2.1,wide_cross
6e57cb5e-fe39-4d22-ab15-155340299c5e,3857274,Ecuador,Netherlands,Enner Remberto Valencia Lastra,1,31,53,100.6,23.5,23.29,0.029882463,Saved,0,Open Play,Right Foot,False,False,Regular Play,48.0,60.5,Pass,12,3,3,52.6,49.4,4.38,central_pass,64.2,54.4,half_space,True,10,7,2.49,0,0,1,5,1,2,117.0,38.0,2.74,1.83,fast_counter
02351ac9-8032-4e32-a23a-3700c1017f02,3857274,Ecuador,Netherlands,Enner Remberto Valencia Lastra,1,46,49,110.2,47.9,11.51,0.024015462,Blocked,0,Open Play,Head,False,True,From Free Kick,86.0,12.4,Pass,2,1,0,24.2,31.2,12.1,cross,86.0,12.4,wide,True,19,11,1.01,0,2,3,9,2,6,116.5,43.6,3.2,3.29,wide_cross
3e2667b7-6f4a-496d-9cb3-e8efa5f6515a,3857274,Ecuador,Netherlands,Angelo Smit Preciado Quiñónez,1,47,48,100.6,54.0,21.88,0.022953799,Blocked,0,Open Play,Right Foot,True,True,From Corner,120.0,80.0,Pass,2,0,0,-19.4,16.1,-9.7,,,,half_space,True,20,11,0.82,1,1,1,10,4,7,119.1,42.4,0.82,2.19,other
871c42ca-7750-4de7-93af-f8b750a8e61e,3857274,Ecuador,Netherlands,Pervis Josué Estupiñán Tenorio,1,47,49,112.0,44.1,8.22,0.18923391,Wayward,0,Open Play,Left Foot,False,False,From Corner,120.0,80.0,Pass,3,0,0,-8.0,31.0,-2.67,,,,central,False,0,11,3.04,0,0,0,10,1,7,118.5,42.3,1.37,2.1,other
ce31638e-77ff-4769-9fd0-6493ea1e5fbe,3857274,Ecuador,Netherlands,Pervis Josué Estupiñán Tenorio,2,48,43,105.8,28.7,16.59,0.08083876,Saved,0,Open Play,Left Foot,False,False,Regular Play,76.0,38.9,Duel,5,2,2,29.8,25.9,5.96,central_pass,80.8,34.6,central,True,11,6,3.24,0,0,0,4,2,1,116.9,37.1,2.83,2.65,central_penetration
d53ccaf1-0307-4067-946b-d514978dfae2,3857274,Ecuador,Netherlands,Enner Remberto Valencia Lastra,2,48,44,116.0,38.1,4.05,0.790909,Goal,1,Open Play,Right Foot,True,False,From Counter,76.0,38.9,Duel,6,2,2,40.0,39.6,6.67,,,,central,True,11,6,1.23,0,1,1,6,0,4,116.9,37.1,2.83,2.65,fast_counter
606e5dca-fb45-4582-8bc4-b6527ccf65ab,3857274,Ecuador,Netherlands,Enner Remberto Valencia Lastra,2,58,46,102.0,37.5,16.62,0.09564507,Blocked,0,Open Play,Right Foot,True,False,From Throw In,88.7,80.0,Pass,16,3,2,13.3,32.6,0.83,cross,117.5,72.7,wide,True,14,8,4.99,0,0,0,5,2,3,117.3,40.8,2.47,0.73,wide_cross
94f9aa5a-82d1-4ae7-b3ff-122032190f11,3857274,Ecuador,Netherlands,Gonzalo Jordy Plata Jiménez,2,58,48,104.2,52.6,18.48,0.046335444,Post,0,Open Play,Left Foot,False,False,From Throw In,88.7,80.0,Pass,18,3,3,15.5,30.6,0.86,,,,half_space,True,14,9,4.09,0,0,0,7,3,2,118.0,42.2,1.83,2.01,other
480e1191-458e-4d33-af33-5c6fdf422fe0,3857274,Ecuador,Netherlands,Michael Steveen Estrada Martínez,2,63,19,105.1,38.0,13.75,0.13418972,Wayward,0,Open Play,Left Foot,True,True,Regular Play,15.4,42.5,Ball Recovery,34,3,3,89.7,89.6,2.64,cross,111.0,18.4,half_space,True,12,8,1.04,0,1,1,5,1,1,117.3,38.4,2.47,1.46,wide_cross
