NM,방문수,만족,재방문의향,유형
제주동문시장,655,4.201526717557252,4.08854961832061,과대평가(붐빔+불만)
함덕해수욕장,623,4.573033707865169,4.513643659711075,대표명소(붐빔+만족)
협재해수욕장,501,4.522954091816367,4.491017964071856,대표명소(붐빔+만족)
서귀포매일올레시장,470,4.219148936170213,4.123404255319149,과대평가(붐빔+불만)
성산일출봉,455,4.525274725274725,4.371428571428571,대표명소(붐빔+만족)
전주한옥마을,374,4.390374331550802,4.2727272727272725,대표명소(붐빔+만족)
광안리해수욕장,327,4.6452599388379205,4.599388379204893,대표명소(붐빔+만족)
성심당 본점,320,4.51875,4.63125,대표명소(붐빔+만족)
첨성대,316,4.405063291139241,4.329113924050633,대표명소(붐빔+만족)
서귀포 매일 올레시장,302,4.301324503311259,4.152317880794702,과대평가(붐빔+불만)
속초관광수산시장,283,4.130742049469965,4.056537102473499,과대평가(붐빔+불만)
제주동문재래시장,277,4.274368231046932,4.20216606498195,과대평가(붐빔+불만)
곽지해수욕장,272,4.419117647058823,4.268382352941177,대표명소(붐빔+만족)
해운대해수욕장,268,4.522388059701493,4.526119402985074,대표명소(붐빔+만족)
대릉원,260,4.4423076923076925,4.196153846153846,대표명소(붐빔+만족)
섭지코지,258,4.4147286821705425,4.228682170542636,대표명소(붐빔+만족)
금오름,255,4.4941176470588236,4.313725490196078,대표명소(붐빔+만족)
우진해장국,248,4.330645161290323,4.129032258064516,과대평가(붐빔+불만)
천지연폭포,241,4.406639004149378,4.08298755186722,대표명소(붐빔+만족)
스누피가든,228,4.662280701754386,4.3201754385964914,대표명소(붐빔+만족)
김녕해수욕장,227,4.5506607929515415,4.466960352422907,대표명소(붐빔+만족)
한밭수목원,221,4.452488687782806,4.321266968325792,대표명소(붐빔+만족)
새별오름,221,4.461538461538462,4.199095022624435,대표명소(붐빔+만족)
금능해수욕장,221,4.5610859728506785,4.524886877828054,대표명소(붐빔+만족)
이호테우해수욕장,214,4.355140186915888,4.126168224299065,대표명소(붐빔+만족)
우도,214,4.579439252336448,4.4485981308411215,대표명소(붐빔+만족)
이순신광장,212,4.122641509433962,3.9764150943396226,과대평가(붐빔+불만)
속초해수욕장,208,4.389423076923077,4.302884615384615,대표명소(붐빔+만족)
강문해변,197,4.441624365482234,4.355329949238579,대표명소(붐빔+만족)
경기전,196,4.357142857142857,4.142857142857143,대표명소(붐빔+만족)
화성행궁,192,4.28125,4.020833333333333,과대평가(붐빔+불만)
단양구경시장,191,4.277486910994765,4.183246073298429,과대평가(붐빔+불만)
비자림,190,4.368421052631579,4.073684210526316,대표명소(붐빔+만족)
용머리해안,185,4.124324324324324,4.081081081081081,과대평가(붐빔+불만)
오설록티뮤지엄,185,4.059459459459459,3.881081081081081,과대평가(붐빔+불만)
사계해변,179,4.29608938547486,4.055865921787709,과대평가(붐빔+불만)
용두암,171,4.128654970760234,3.8771929824561404,과대평가(붐빔+불만)
정방폭포,166,4.403614457831325,4.13855421686747,대표명소(붐빔+만족)
황리단길,164,4.310975609756097,4.213414634146342,과대평가(붐빔+불만)
에버랜드,163,4.4969325153374236,4.484662576687117,대표명소(붐빔+만족)
월정교,161,4.565217391304348,4.434782608695652,대표명소(붐빔+만족)
카멜리아힐,153,4.379084967320262,4.143790849673203,대표명소(붐빔+만족)
9.81파크,151,4.52317880794702,4.28476821192053,대표명소(붐빔+만족)
중문색달해수욕장,149,4.275167785234899,4.087248322147651,과대평가(붐빔+불만)
불국사,148,4.4391891891891895,4.243243243243243,대표명소(붐빔+만족)
황련단길,147,4.340136054421769,4.244897959183674,과대평가(붐빔+불만)
오설록 티 뮤지엄,146,4.404109589041096,4.198630136986301,대표명소(붐빔+만족)
쇠소깍,146,4.239726027397261,3.993150684931507,과대평가(붐빔+불만)
경복궁,145,4.468965517241379,4.344827586206897,대표명소(붐빔+만족)
세화해변,144,4.548611111111111,4.354166666666667,대표명소(붐빔+만족)
대천해수욕장,144,4.569444444444445,4.486111111111111,대표명소(붐빔+만족)
오동도,142,4.352112676056338,4.070422535211268,대표명소(붐빔+만족)
경포해수욕장,135,4.511111111111111,4.45925925925926,대표명소(붐빔+만족)
전동성당,133,4.150375939849624,4.037593984962406,과대평가(붐빔+불만)
공산성,132,4.409090909090909,4.257575757575758,대표명소(붐빔+만족)
이성당 본점,130,4.253846153846154,4.084615384615384,과대평가(붐빔+불만)
사려니숲길,128,4.515625,4.3828125,대표명소(붐빔+만족)
동궁과월지,125,4.264,4.264,과대평가(붐빔+불만)
죽녹원,125,4.576,4.336,대표명소(붐빔+만족)
산굼부리,121,4.537190082644628,4.396694214876033,대표명소(붐빔+만족)
검멀레해변,118,4.406779661016949,4.271186440677966,대표명소(붐빔+만족)
강릉중앙시장,117,4.111111111111111,4.068376068376068,과대평가(붐빔+불만)
표선해수욕장,117,4.435897435897436,4.247863247863248,대표명소(붐빔+만족)
이호 테우해수욕장,117,4.230769230769231,4.094017094017094,과대평가(붐빔+불만)
국립경주박물관,117,4.666666666666667,4.410256410256411,대표명소(붐빔+만족)
만장굴,116,4.189655172413793,3.6206896551724137,과대평가(붐빔+불만)
도두봉,114,4.412280701754386,4.157894736842105,대표명소(붐빔+만족)
노형수퍼마켙,113,4.345132743362832,3.734513274336283,과대평가(붐빔+불만)
강릉 중앙시장,112,4.169642857142857,4.026785714285714,과대평가(붐빔+불만)
우무,109,4.238532110091743,3.8440366972477062,과대평가(붐빔+불만)
런던 베이글 뮤지엄 제주점,109,4.146788990825688,3.8623853211009176,과대평가(붐빔+불만)
오는정김밥,108,4.388888888888889,4.12962962962963,대표명소(붐빔+만족)
도두동무지개해안도로,107,4.373831775700935,4.02803738317757,대표명소(붐빔+만족)
허니문하우스,106,4.160377358490566,3.849056603773585,과대평가(붐빔+불만)
델문도,106,4.150943396226415,3.9622641509433962,과대평가(붐빔+불만)
아르떼뮤지엄 제주,106,4.339622641509434,3.7264150943396226,과대평가(붐빔+불만)
성이시돌목장,104,4.1923076923076925,3.7403846153846154,과대평가(붐빔+불만)
의림지,104,4.336538461538462,4.134615384615385,과대평가(붐빔+불만)
송도센트럴파크,103,4.533980582524272,4.407766990291262,대표명소(붐빔+만족)
인천차이나타운,103,4.213592233009709,3.9611650485436893,과대평가(붐빔+불만)
약천사,101,4.376237623762377,4.089108910891089,대표명소(붐빔+만족)
광치기해변,101,4.356435643564357,4.118811881188119,대표명소(붐빔+만족)
판포 포구,101,4.465346534653466,4.376237623762377,대표명소(붐빔+만족)
더현대서울,100,4.45,4.26,대표명소(붐빔+만족)
남이섬,99,4.505050505050505,4.424242424242424,대표명소(붐빔+만족)
동궁과 월지,99,4.494949494949495,4.494949494949495,대표명소(붐빔+만족)
한담해안산책로,98,4.5,4.438775510204081,대표명소(붐빔+만족)
순천만국가정원,96,4.59375,4.458333333333333,대표명소(붐빔+만족)
도두동 무지개 해안도로,95,4.473684210526316,4.2105263157894735,대표명소(붐빔+만족)
월정리해수욕장,95,4.5473684210526315,4.389473684210526,대표명소(붐빔+만족)
순천만습지,95,4.6421052631578945,4.473684210526316,대표명소(붐빔+만족)
국립중앙박물관,94,4.648936170212766,4.617021276595745,대표명소(붐빔+만족)
국립세종수목원,93,4.462365591397849,4.408602150537634,대표명소(붐빔+만족)
경주월드,92,4.532608695652174,4.510869565217392,대표명소(붐빔+만족)
행리단길,91,4.34065934065934,4.197802197802198,과대평가(붐빔+불만)
중문대포주상절리대,91,4.3076923076923075,3.912087912087912,과대평가(붐빔+불만)
새연교,91,4.0989010989010985,3.89010989010989,과대평가(붐빔+불만)
비밀의숲,91,4.285714285714286,3.8351648351648353,과대평가(붐빔+불만)
산방산탄산온천,90,4.466666666666667,4.288888888888889,대표명소(붐빔+만족)
영일대해수욕장,90,4.433333333333334,4.311111111111111,대표명소(붐빔+만족)
카페노티드 제주애월,90,4.222222222222222,3.988888888888889,과대평가(붐빔+불만)
안목해변,89,4.426966292134831,4.303370786516854,대표명소(붐빔+만족)
아쿠아플라넷 제주,89,4.50561797752809,4.247191011235955,대표명소(붐빔+만족)
이중섭거리,88,4.079545454545454,3.75,과대평가(붐빔+불만)
서울숲,88,4.6022727272727275,4.4772727272727275,대표명소(붐빔+만족)
두물머리,87,4.436781609195402,4.252873563218391,대표명소(붐빔+만족)
숙성도 노형점,87,4.402298850574713,4.310344827586207,대표명소(붐빔+만족)
아쿠아플라넷 여수,87,4.471264367816092,3.9885057471264367,대표명소(붐빔+만족)
원앤온리,87,4.32183908045977,3.9885057471264367,과대평가(붐빔+불만)
산방산,86,4.325581395348837,4.1976744186046515,과대평가(붐빔+불만)
청계천,86,4.435294117647059,4.411764705882353,대표명소(붐빔+만족)
천제연폭포,86,4.511627906976744,4.22093023255814,대표명소(붐빔+만족)
방화수류정,84,4.5476190476190474,4.357142857142857,대표명소(붐빔+만족)
광화문광장,83,4.493975903614458,4.253012048192771,대표명소(붐빔+만족)
낙산사,82,4.548780487804878,4.426829268292683,대표명소(붐빔+만족)
덕수궁,82,4.658536585365853,4.451219512195122,대표명소(붐빔+만족)
화담숲,81,4.604938271604938,4.592592592592593,대표명소(붐빔+만족)
아르떼 뮤지엄 제주,81,4.382716049382716,3.6790123456790123,대표명소(붐빔+만족)
대전시립미술관,79,4.227848101265823,3.8860759493670884,과대평가(붐빔+불만)
담양관방제림,79,4.556962025316456,4.443037974683544,대표명소(붐빔+만족)
성심당 DCC점,79,4.367088607594937,4.2784810126582276,대표명소(붐빔+만족)
영금정,79,4.493670886075949,4.189873417721519,대표명소(붐빔+만족)
광장시장,78,4.051282051282051,3.948717948717949,과대평가(붐빔+불만)
이마트 서귀포점,78,4.337662337662338,4.220779220779221,과대평가(붐빔+불만)
신세계백화점 센텀시티점,77,4.376623376623376,4.35064935064935,대표명소(붐빔+만족)
광한루원,77,4.558441558441558,4.441558441558442,대표명소(붐빔+만족)
퍼시픽리솜 더클리프카페&펍,76,4.078947368421052,4.026315789473684,과대평가(붐빔+불만)
더 현대 서울,76,4.355263157894737,4.328947368421052,대표명소(붐빔+만족)
해동용궁사,76,4.5,4.315789473684211,대표명소(붐빔+만족)
한라수목원,75,4.32,4.093333333333334,과대평가(붐빔+불만)
삼양해수욕장,75,4.373333333333333,4.16,대표명소(붐빔+만족)
여수해상케이블카,75,4.573333333333333,4.293333333333333,대표명소(붐빔+만족)
스타필드 하남,74,4.513513513513513,4.445945945945946,대표명소(붐빔+만족)
신화테마파크,74,4.094594594594595,3.9054054054054053,과대평가(붐빔+불만)
대전중앙시장,72,3.875,3.5833333333333335,과대평가(붐빔+불만)
신창풍차해안도로,71,4.591549295774648,4.380281690140845,대표명소(붐빔+만족)
진주성,70,4.642857142857143,4.4714285714285715,대표명소(붐빔+만족)
월정리 해수욕장,70,4.614285714285714,4.385714285714286,대표명소(붐빔+만족)
독립기념관,70,4.642857142857143,4.571428571428571,대표명소(붐빔+만족)
아베베 베이커리,70,4.428571428571429,4.314285714285714,대표명소(붐빔+만족)
경암동 철길마을,69,3.8550724637681157,3.36231884057971,과대평가(붐빔+불만)
서문시장,69,4.27536231884058,4.115942028985507,과대평가(붐빔+불만)
제주동문재래야시장,68,4.117647058823529,3.8970588235294117,과대평가(붐빔+불만)
석굴암,68,4.352941176470588,4.014705882352941,대표명소(붐빔+만족)
아침미소목장,67,4.552238805970149,4.402985074626866,대표명소(붐빔+만족)
흰여울문화마을,66,4.515151515151516,4.287878787878788,대표명소(붐빔+만족)
성심당 케이크 부티크,66,4.666666666666667,4.636363636363637,대표명소(붐빔+만족)
오목대,66,4.090909090909091,3.757575757575758,과대평가(붐빔+불만)
향일암,66,4.5,4.348484848484849,대표명소(붐빔+만족)
채석강,66,4.4393939393939394,4.333333333333333,대표명소(붐빔+만족)
절물자연휴양림,65,4.492307692307692,4.4,대표명소(붐빔+만족)
메타세쿼이아 가로수길,65,4.323076923076923,4.092307692307692,과대평가(붐빔+불만)
파리바게뜨 제주공항렌터카하우스점,65,4.323076923076923,4.276923076923077,과대평가(붐빔+불만)
청와대 본관,65,4.230769230769231,3.8153846153846156,과대평가(붐빔+불만)
여의도한강공원,65,4.523076923076923,4.476923076923077,대표명소(붐빔+만족)
한국도로공사 전주수목원,65,4.507692307692308,4.338461538461538,대표명소(붐빔+만족)
군산근대역사박물관,65,3.9692307692307693,3.6923076923076925,과대평가(붐빔+불만)
비밀의 숲,64,4.625,4.375,대표명소(붐빔+만족)
송정해수욕장,64,4.421875,4.4375,대표명소(붐빔+만족)
국립아시아문화전당,63,4.4603174603174605,4.476190476190476,대표명소(붐빔+만족)
엑스포과학공원 한빛탑,63,4.365079365079365,4.222222222222222,대표명소(붐빔+만족)
송악산둘레길,63,4.603174603174603,4.428571428571429,대표명소(붐빔+만족)
에코랜드테마파크,63,4.333333333333333,3.9682539682539684,과대평가(붐빔+불만)
방주교회,63,4.380952380952381,4.015873015873016,대표명소(붐빔+만족)
외돌개,63,4.396825396825397,4.238095238095238,대표명소(붐빔+만족)
베테랑,63,4.190476190476191,3.857142857142857,과대평가(붐빔+불만)
수원화성,62,4.467741935483871,4.467741935483871,대표명소(붐빔+만족)
송악산,62,4.548387096774194,4.451612903225806,대표명소(붐빔+만족)
안목 해변,61,4.622950819672131,4.655737704918033,대표명소(붐빔+만족)
자매국수 본점,61,4.163934426229508,3.7704918032786887,과대평가(붐빔+불만)
국립현대미술관 서울관,61,4.590163934426229,4.491803278688525,대표명소(붐빔+만족)
월미도,61,4.39344262295082,4.295081967213115,대표명소(붐빔+만족)
한림공원,61,4.360655737704918,4.065573770491803,대표명소(붐빔+만족)
혼인지,61,4.459016393442623,4.360655737704918,대표명소(붐빔+만족)
신세계백화점 대구점,61,4.377049180327869,4.426229508196721,대표명소(붐빔+만족)
속초아이,61,4.295081967213115,3.8852459016393444,과대평가(붐빔+불만)
올래국수 본점,60,4.45,4.233333333333333,대표명소(붐빔+만족)
하멜등대,60,4.216666666666667,3.816666666666667,과대평가(붐빔+불만)
롯데월드,60,4.383333333333334,4.25,대표명소(붐빔+만족)
스타필드 고양,60,4.45,4.383333333333334,대표명소(붐빔+만족)
초원 사진관,60,3.9,3.55,과대평가(붐빔+불만)
제주관광공사 지정면세점,60,3.9833333333333334,3.783333333333333,과대평가(붐빔+불만)
신포국제시장,60,3.8666666666666667,3.816666666666667,과대평가(붐빔+불만)
랜디스도넛 제주애월점,59,4.203389830508475,4.0,과대평가(붐빔+불만)
밀란 더 마켓,59,4.271186440677966,3.9661016949152543,과대평가(붐빔+불만)
이중섭미술관,59,4.271186440677966,4.101694915254237,과대평가(붐빔+불만)
수성못,59,4.169491525423729,4.169491525423729,과대평가(붐빔+불만)
이마트 신제주점,59,4.101694915254237,3.9322033898305087,과대평가(붐빔+불만)
오죽헌,58,4.379310344827586,4.0344827586206895,대표명소(붐빔+만족)
전주동물원,58,4.310344827586207,4.206896551724138,과대평가(붐빔+불만)
전주덕진공원,58,4.637931034482759,4.327586206896552,대표명소(붐빔+만족)
제주동문재래 야시장,58,4.172413793103448,4.068965517241379,과대평가(붐빔+불만)
수목원길야시장,58,4.017241379310345,3.793103448275862,과대평가(붐빔+불만)
서귀피안베이커리,58,4.310344827586207,4.258620689655173,과대평가(붐빔+불만)
목포근대역사관 1관,58,4.155172413793103,3.8448275862068964,과대평가(붐빔+불만)
숙성도 함덕점,57,4.684210526315789,4.456140350877193,대표명소(붐빔+만족)
경포호,57,4.368421052631579,4.333333333333333,대표명소(붐빔+만족)
선유도해수욕장,57,4.228070175438597,4.105263157894737,과대평가(붐빔+불만)
코엑스,57,4.491228070175438,4.350877192982456,대표명소(붐빔+만족)
동국사,57,3.7017543859649122,3.5789473684210527,과대평가(붐빔+불만)
아베베베이커리,57,4.315789473684211,4.12280701754386,과대평가(붐빔+불만)
성심당 대전역점,56,4.428571428571429,4.428571428571429,대표명소(붐빔+만족)
이응노미술관,56,4.178571428571429,3.9107142857142856,과대평가(붐빔+불만)
고수동굴,56,3.9464285714285716,3.4642857142857144,과대평가(붐빔+불만)
제주현대미술관,56,4.607142857142857,4.535714285714286,대표명소(붐빔+만족)
은파호수공원,56,4.375,4.160714285714286,대표명소(붐빔+만족)
빛의 벙커,56,4.428571428571429,4.071428571428571,대표명소(붐빔+만족)
궁남지,55,4.381818181818182,4.3090909090909095,대표명소(붐빔+만족)
보문사,55,4.109090909090909,4.054545454545455,과대평가(붐빔+불만)
해녀박물관,55,4.236363636363636,3.8727272727272726,과대평가(붐빔+불만)
숙성도 중문점,55,4.5636363636363635,4.418181818181818,대표명소(붐빔+만족)
아쿠아 플라넷 제주,55,4.581818181818182,4.418181818181818,대표명소(붐빔+만족)
예산 상설시장,55,4.163636363636364,3.909090909090909,과대평가(붐빔+불만)
흰 여울 문화마을,55,4.290909090909091,4.163636363636364,과대평가(붐빔+불만)
인천 차이나타운,54,4.203703703703703,4.074074074074074,과대평가(붐빔+불만)
월영교,54,4.592592592592593,4.388888888888889,대표명소(붐빔+만족)
한국민속촌,54,4.5,4.462962962962963,대표명소(붐빔+만족)
석촌호수 동호,54,4.481481481481482,4.481481481481482,대표명소(붐빔+만족)
드르쿰다in성산,53,4.169811320754717,3.9245283018867925,과대평가(붐빔+불만)
동대문디자인플라자,53,4.3584905660377355,4.188679245283019,대표명소(붐빔+만족)
동막해수욕장,53,3.9622641509433962,3.7169811320754715,과대평가(붐빔+불만)
새빌,53,3.981132075471698,3.7358490566037736,과대평가(붐빔+불만)
만천하스카이워크,53,4.264150943396227,4.018867924528302,과대평가(붐빔+불만)
자매 국수,53,4.452830188679245,4.377358490566038,대표명소(붐빔+만족)
아르떼 뮤지엄 강릉,52,4.634615384615385,3.980769230769231,대표명소(붐빔+만족)
매미성,52,4.269230769230769,3.8653846153846154,과대평가(붐빔+불만)
현대프리미엄아울렛 송도점,52,4.346153846153846,4.1923076923076925,과대평가(붐빔+불만)
국립부여박물관,52,4.634615384615385,4.4423076923076925,대표명소(붐빔+만족)
국립제주박물관,52,4.576923076923077,4.096153846153846,대표명소(붐빔+만족)
목포 갓바위,52,4.0,3.6346153846153846,과대평가(붐빔+불만)
도담삼봉,52,4.269230769230769,4.115384615384615,과대평가(붐빔+불만)
유동커피,51,4.333333333333333,4.137254901960785,과대평가(붐빔+불만)
해운대블루라인파크 미포정거장,51,4.392156862745098,4.117647058823529,대표명소(붐빔+만족)
지린성,51,3.843137254901961,3.2745098039215685,과대평가(붐빔+불만)
캐리비안베이,51,4.411764705882353,4.450980392156863,대표명소(붐빔+만족)
비양도,51,4.294117647058823,3.9411764705882355,과대평가(붐빔+불만)
스타벅스 제주함덕점,51,4.215686274509804,4.176470588235294,과대평가(붐빔+불만)
등대해수욕장,51,4.392156862745098,4.117647058823529,대표명소(붐빔+만족)
순천만 국가정원,50,4.56,4.38,대표명소(붐빔+만족)
진포해양테마공원,50,4.02,3.64,과대평가(붐빔+불만)
꽃지해수욕장,50,4.44,4.5,대표명소(붐빔+만족)
바이 제주,50,4.38,4.16,대표명소(붐빔+만족)
환호공원 스페이스 워크,50,4.06,3.74,과대평가(붐빔+불만)
오드랑베이커리,50,4.46,4.34,대표명소(붐빔+만족)
명동거리,49,3.979591836734694,3.9591836734693877,과대평가(붐빔+불만)
제주레일바이크,49,4.387755102040816,4.040816326530612,대표명소(붐빔+만족)
목장카페드르쿰다,49,4.224489795918367,4.040816326530612,과대평가(붐빔+불만)
롯데월드타워&롯데월드몰,49,4.469387755102041,4.387755102040816,대표명소(붐빔+만족)
남원큰엉해변,49,4.408163265306122,4.163265306122449,대표명소(붐빔+만족)
무령왕릉,48,4.041666666666667,3.625,과대평가(붐빔+불만)
엑스포과학공원,48,4.333333333333333,4.0625,과대평가(붐빔+불만)
전등사,48,4.25,4.041666666666667,과대평가(붐빔+불만)
경암동철길마을,48,3.8958333333333335,3.4791666666666665,과대평가(붐빔+불만)
평화광장,48,4.3125,4.208333333333333,과대평가(붐빔+불만)
진주남강유등축제,48,4.458333333333333,4.125,대표명소(붐빔+만족)
제주아트서커스,48,4.4375,4.0,대표명소(붐빔+만족)
태화강국가정원,48,4.479166666666667,4.583333333333333,대표명소(붐빔+만족)
서빈백사,48,4.5625,4.395833333333333,대표명소(붐빔+만족)
여수 해상 케이블카,48,4.479166666666667,4.229166666666667,대표명소(붐빔+만족)
이호테우등대,47,4.404255319148936,4.127659574468085,대표명소(붐빔+만족)
용연계곡,47,4.191489361702128,3.872340425531915,과대평가(붐빔+불만)
남산공원 N서울타워,47,4.276595744680851,4.042553191489362,과대평가(붐빔+불만)
산양큰엉곶,47,4.191489361702128,3.9148936170212765,과대평가(붐빔+불만)
윈드1947카트테마파크,47,4.170212765957447,4.0638297872340425,과대평가(붐빔+불만)
광치기 해변,47,4.425531914893617,4.23404255319149,대표명소(붐빔+만족)
삼무국수,47,4.191489361702128,3.872340425531915,과대평가(붐빔+불만)
대전신세계 아트앤사이언스,47,4.382978723404255,4.297872340425532,대표명소(붐빔+만족)
월미테마파크,47,4.0638297872340425,3.765957446808511,과대평가(붐빔+불만)
성심당 문화원,47,4.425531914893617,4.25531914893617,대표명소(붐빔+만족)
한담해변,47,4.468085106382978,4.382978723404255,대표명소(붐빔+만족)
메타프로방스,47,3.723404255319149,3.4468085106382977,과대평가(붐빔+불만)
롯데몰 김포공항점,47,4.127659574468085,4.0212765957446805,과대평가(붐빔+불만)
장안문,47,4.446808510638298,4.297872340425532,대표명소(붐빔+만족)
한담 해안산책로,47,4.48936170212766,4.276595744680851,대표명소(붐빔+만족)
루나폴,47,4.574468085106383,4.0638297872340425,대표명소(붐빔+만족)
호미곶,47,4.319148936170213,4.1063829787234045,과대평가(붐빔+불만)
이케아 광명점,46,4.444444444444445,4.4222222222222225,대표명소(붐빔+만족)
제주민속촌,46,4.1521739130434785,3.760869565217391,과대평가(붐빔+불만)
자갈치시장,46,3.869565217391304,3.760869565217391,과대평가(붐빔+불만)
부평깡통시장,46,4.239130434782608,4.021739130434782,과대평가(붐빔+불만)
이케아 동부산점,46,4.5,4.434782608695652,대표명소(붐빔+만족)
빽다방베이커리 제주사수점,46,4.543478260869565,4.391304347826087,대표명소(붐빔+만족)
창경궁,46,4.543478260869565,4.5,대표명소(붐빔+만족)
담양 관방제림,45,4.555555555555555,4.355555555555555,대표명소(붐빔+만족)
대왕암공원,45,4.6,4.555555555555555,대표명소(붐빔+만족)
현충사,45,4.511111111111111,4.311111111111111,대표명소(붐빔+만족)
국제시장,45,3.888888888888889,3.6222222222222222,과대평가(붐빔+불만)
서귀포치유의숲,45,4.444444444444445,4.066666666666666,대표명소(붐빔+만족)
뽈살집 제주본점,45,4.5777777777777775,4.377777777777778,대표명소(붐빔+만족)
애월카페거리,45,4.4,4.2444444444444445,대표명소(붐빔+만족)
가파도,45,4.488888888888889,4.133333333333334,대표명소(붐빔+만족)
한라산국립공원,45,4.822222222222222,4.488888888888889,대표명소(붐빔+만족)
전주왱이콩나물국밥전문점,45,4.444444444444445,4.155555555555556,대표명소(붐빔+만족)
신흥동일본식가옥,45,4.111111111111111,3.7777777777777777,과대평가(붐빔+불만)
카페감자밭 본점,45,4.4222222222222225,4.2444444444444445,대표명소(붐빔+만족)
미영이네식당,44,4.613636363636363,4.431818181818182,대표명소(붐빔+만족)
만리포해수욕장,44,4.704545454545454,4.431818181818182,대표명소(붐빔+만족)
효원공원 월화원,44,4.295454545454546,4.090909090909091,과대평가(붐빔+불만)
교촌마을,44,4.090909090909091,3.75,과대평가(붐빔+불만)
신흥동 일본식 가옥,44,3.840909090909091,3.409090909090909,과대평가(붐빔+불만)
전주 덕진공원,44,4.7727272727272725,4.704545454545454,대표명소(붐빔+만족)
훈데르트바서파크,44,4.0,3.590909090909091,과대평가(붐빔+불만)
롯데월드타워,44,4.348837209302325,4.162790697674419,과대평가(붐빔+불만)
문도지오름,44,4.568181818181818,4.340909090909091,대표명소(붐빔+만족)
올림픽공원,44,4.454545454545454,4.363636363636363,대표명소(붐빔+만족)
자라섬,44,4.386363636363637,4.159090909090909,대표명소(붐빔+만족)
포천아트밸리,44,4.045454545454546,3.6363636363636362,과대평가(붐빔+불만)
환호공원 스페이스워크,44,4.2272727272727275,3.8636363636363638,과대평가(붐빔+불만)
원조태평소국밥,44,4.454545454545454,4.363636363636363,대표명소(붐빔+만족)
행원 해변,44,4.636363636363637,4.590909090909091,대표명소(붐빔+만족)
카페산,44,4.4772727272727275,4.431818181818182,대표명소(붐빔+만족)
닭머르,44,4.5227272727272725,4.2272727272727275,대표명소(붐빔+만족)
롯데백화점 부산본점,44,4.159090909090909,4.25,과대평가(붐빔+불만)
하고수동해변,44,4.363636363636363,4.2727272727272725,대표명소(붐빔+만족)
대전 신세계 아트앤사이언스,43,4.465116279069767,4.186046511627907,대표명소(붐빔+만족)
스타필드 코엑스몰,43,4.255813953488372,4.27906976744186,과대평가(붐빔+불만)
마시랑게,43,4.3023255813953485,4.162790697674419,과대평가(붐빔+불만)
제주곶자왈도립공원,43,4.372093023255814,4.348837209302325,대표명소(붐빔+만족)
신창 풍차 해안도로,43,4.534883720930233,4.465116279069767,대표명소(붐빔+만족)
창덕궁,43,4.488372093023256,4.4186046511627906,대표명소(붐빔+만족)
바이제주,43,4.395348837209302,4.093023255813954,대표명소(붐빔+만족)
일산호수공원,42,4.5,4.4523809523809526,대표명소(붐빔+만족)
스타벅스 제주협재점,42,4.404761904761905,4.119047619047619,대표명소(붐빔+만족)
랜디스 도넛 제주 애월점,42,4.238095238095238,3.9523809523809526,과대평가(붐빔+불만)
간절곶,42,4.4523809523809526,4.214285714285714,대표명소(붐빔+만족)
마노르블랑,42,4.285714285714286,4.071428571428571,과대평가(붐빔+불만)
조점례남문피순대,42,4.023809523809524,3.857142857142857,과대평가(붐빔+불만)
항파두리 항몽유적지,42,4.261904761904762,3.9047619047619047,과대평가(붐빔+불만)
코롬방제과점,42,4.238095238095238,4.190476190476191,과대평가(붐빔+불만)
송정해변,42,4.285714285714286,4.166666666666667,과대평가(붐빔+불만)
한라산국립공원 성판악탐방로,42,4.523809523809524,4.166666666666667,대표명소(붐빔+만족)
동화가든 본점,42,4.214285714285714,3.7142857142857144,과대평가(붐빔+불만)
피즈,42,4.5,4.333333333333333,대표명소(붐빔+만족)
단양강잔도,41,4.536585365853658,4.2439024390243905,대표명소(붐빔+만족)
점점,41,4.2682926829268295,3.8292682926829267,과대평가(붐빔+불만)
롯데렌터카 제주오토하우스지점,41,4.375,4.35,대표명소(붐빔+만족)
코난해변,41,4.634146341463414,4.536585365853658,대표명소(붐빔+만족)
아르떼 뮤지엄 여수,41,4.682926829268292,4.024390243902439,대표명소(붐빔+만족)
돌산공원,41,4.195121951219512,3.902439024390244,과대평가(붐빔+불만)
북촌한옥마을,41,4.219512195121951,3.975609756097561,과대평가(붐빔+불만)
광교호수공원,41,4.390243902439025,4.317073170731708,대표명소(붐빔+만족)
황우지선녀탕,41,4.0,3.8780487804878048,과대평가(붐빔+불만)
빌리카,41,4.317073170731708,4.219512195121951,과대평가(붐빔+불만)
아르떼뮤지엄 강릉,40,4.575,4.075,대표명소(붐빔+만족)
신세계백화점 강남점,40,4.4,4.25,대표명소(붐빔+만족)
신화 테마파크,40,3.95,3.7,과대평가(붐빔+불만)
블루보틀 제주 카페,40,4.45,4.15,대표명소(붐빔+만족)
비발디파크 오션월드,40,4.525,4.55,대표명소(붐빔+만족)
지중해마을,40,3.625,3.175,과대평가(붐빔+불만)
해미읍성,40,4.55,4.275,대표명소(붐빔+만족)
블랑로쉐,40,4.425,4.275,대표명소(붐빔+만족)
마라도,40,4.275,4.025,과대평가(붐빔+불만)
청남대,40,4.45,4.275,대표명소(붐빔+만족)
더마파크,40,4.6,4.225,대표명소(붐빔+만족)
하슬라아트월드,39,4.435897435897436,3.7435897435897436,대표명소(붐빔+만족)
