NM,방문수,만족,재방문의향,유형
롯데월드타워 롯데월드몰,39,4.205128205128205,4.17948717948718,과대평가(붐빔+불만)
문경새재도립공원,39,4.743589743589744,4.512820512820513,대표명소(붐빔+만족)
현대 프리미엄 아울렛 송도점,39,4.564102564102564,4.538461538461538,대표명소(붐빔+만족)
속초 아이,39,4.3076923076923075,3.923076923076923,과대평가(붐빔+불만)
휴애리자연생활공원,39,4.230769230769231,3.923076923076923,과대평가(붐빔+불만)
테라로사 서귀포점,38,4.5,4.2105263157894735,대표명소(붐빔+만족)
도째비골스카이밸리,38,4.2368421052631575,4.105263157894737,과대평가(붐빔+불만)
베이커리밤마을,38,4.2105263157894735,4.0,과대평가(붐빔+불만)
초원사진관,38,4.2105263157894735,3.736842105263158,과대평가(붐빔+불만)
전주향교,38,4.078947368421052,3.763157894736842,과대평가(붐빔+불만)
구룡포 일본인 가옥거리,38,4.2105263157894735,3.9210526315789473,과대평가(붐빔+불만)
국립 중앙과학관,38,4.368421052631579,4.2368421052631575,대표명소(붐빔+만족)
포도뮤지엄,38,4.526315789473684,4.394736842105263,대표명소(붐빔+만족)
원 앤 온리,38,4.394736842105263,4.184210526315789,대표명소(붐빔+만족)
죽도시장,37,4.0,4.0,과대평가(붐빔+불만)
연돈,37,4.4324324324324325,4.162162162162162,대표명소(붐빔+만족)
국립현대미술관 청주,37,4.351351351351352,4.135135135135135,대표명소(붐빔+만족)
SK렌터카 제주지점,37,4.542857142857143,4.6,대표명소(붐빔+만족)
스타벅스 제주용담DT점,37,4.45945945945946,4.1891891891891895,대표명소(붐빔+만족)
보롬왓,37,4.243243243243243,4.297297297297297,과대평가(붐빔+불만)
오씨칼국수,37,4.27027027027027,3.972972972972973,과대평가(붐빔+불만)
쇠소깍관광지,36,4.333333333333333,3.75,과대평가(붐빔+불만)
모이핀,36,4.333333333333333,4.194444444444445,과대평가(붐빔+불만)
메이즈랜드,36,4.166666666666667,3.5,과대평가(붐빔+불만)
만천하 스카이워크,36,4.361111111111111,4.055555555555555,대표명소(붐빔+만족)
변산해수욕장,36,4.472222222222222,4.361111111111111,대표명소(붐빔+만족)
수목원길 야시장,36,3.9444444444444446,3.4166666666666665,과대평가(붐빔+불만)
제주시새우리 제주점,36,4.222222222222222,4.0,과대평가(붐빔+불만)
현대백화점 판교점,36,4.277777777777778,4.111111111111111,과대평가(붐빔+불만)
가시아방국수,36,4.277777777777778,3.9722222222222223,과대평가(붐빔+불만)
김녕오라이,36,4.5,4.388888888888889,대표명소(붐빔+만족)
부평 깡통시장,36,4.0,4.0,과대평가(붐빔+불만)
교보문고 광화문점,35,4.4,4.3428571428571425,대표명소(붐빔+만족)
관음사,35,4.4,4.228571428571429,대표명소(붐빔+만족)
헤이리 예술마을,35,4.285714285714286,3.914285714285714,과대평가(붐빔+불만)
산정호수,35,4.314285714285714,3.942857142857143,과대평가(붐빔+불만)
산방산 탄산온천,35,4.457142857142857,4.314285714285714,대표명소(붐빔+만족)
우무 2호점,35,4.371428571428571,3.914285714285714,대표명소(붐빔+만족)
신창풍차해안,35,4.257142857142857,4.114285714285714,과대평가(붐빔+불만)
롯데 프리미엄 아웃렛 동부산점,35,4.428571428571429,4.4,대표명소(붐빔+만족)
아르떼뮤지엄 여수,35,4.428571428571429,3.8285714285714287,대표명소(붐빔+만족)
여미지식물원,35,4.257142857142857,3.8285714285714287,과대평가(붐빔+불만)
황산공원,35,4.571428571428571,4.4,대표명소(붐빔+만족)
석촌호수 서호,35,4.6,4.4,대표명소(붐빔+만족)
소옥,34,4.088235294117647,3.6176470588235294,과대평가(붐빔+불만)
여수낭만포차거리,34,3.823529411764706,3.588235294117647,과대평가(붐빔+불만)
상효원수목원,34,4.4411764705882355,3.9705882352941178,대표명소(붐빔+만족)
원앙폭포,34,4.411764705882353,4.235294117647059,대표명소(붐빔+만족)
여수당,34,4.205882352941177,3.911764705882353,과대평가(붐빔+불만)
카페글렌코,34,4.264705882352941,4.147058823529412,과대평가(붐빔+불만)
우무 제주시점,34,4.235294117647059,3.8529411764705883,과대평가(붐빔+불만)
공주한옥마을,34,4.117647058823529,3.764705882352941,과대평가(붐빔+불만)
순천드라마촬영장,34,4.264705882352941,3.9411764705882355,과대평가(붐빔+불만)
논골담길,34,4.323529411764706,4.117647058823529,과대평가(붐빔+불만)
현대 프리미엄 아울렛 김포점,34,4.470588235294118,4.529411764705882,대표명소(붐빔+만족)
청굴물,34,4.617647058823529,4.5,대표명소(붐빔+만족)
서피비치,34,4.323529411764706,4.205882352941177,과대평가(붐빔+불만)
서우봉,34,4.529411764705882,4.294117647058823,대표명소(붐빔+만족)
제주항공우주박물관,34,4.088235294117647,3.588235294117647,과대평가(붐빔+불만)
안동하회마을,33,4.2727272727272725,3.696969696969697,과대평가(붐빔+불만)
전주 남부시장 한옥마을 야시장,33,4.121212121212121,3.9696969696969697,과대평가(붐빔+불만)
파더스가든,33,4.2727272727272725,3.757575757575758,과대평가(붐빔+불만)
이마트 제주점,33,4.212121212121212,4.0606060606060606,과대평가(붐빔+불만)
메타 프로방스,33,3.9696969696969697,3.878787878787879,과대평가(붐빔+불만)
수월봉,33,4.454545454545454,4.303030303030303,대표명소(붐빔+만족)
에코랜드 테마파크,33,4.696969696969697,4.515151515151516,대표명소(붐빔+만족)
타임스퀘어,33,4.242424242424242,4.181818181818182,과대평가(붐빔+불만)
탑동광장,33,4.0606060606060606,3.787878787878788,과대평가(붐빔+불만)
군산근대미술관,33,3.8484848484848486,3.3636363636363638,과대평가(붐빔+불만)
영남루,33,4.454545454545454,4.090909090909091,대표명소(붐빔+만족)
헤이리예술마을,33,4.303030303030303,4.090909090909091,과대평가(붐빔+불만)
소천지,33,4.121212121212121,4.151515151515151,과대평가(붐빔+불만)
유성온천공원 족욕체험장,33,4.303030303030303,4.121212121212121,과대평가(붐빔+불만)
제주목 관아,33,4.333333333333333,3.787878787878788,과대평가(붐빔+불만)
광명동굴,33,4.333333333333333,3.9696969696969697,과대평가(붐빔+불만)
세종 호수공원,33,4.2727272727272725,4.363636363636363,과대평가(붐빔+불만)
아이파크몰 용산점,33,4.181818181818182,4.2727272727272725,과대평가(붐빔+불만)
더클리프,33,4.393939393939394,4.090909090909091,대표명소(붐빔+만족)
올레길 7코스(서귀포-월평 올레),33,4.454545454545454,4.212121212121212,대표명소(붐빔+만족)
소양강스카이워크,33,3.757575757575758,3.3636363636363638,과대평가(붐빔+불만)
을왕리해수욕장,33,4.363636363636363,4.181818181818182,대표명소(붐빔+만족)
미쁜제과,33,4.242424242424242,4.0606060606060606,과대평가(붐빔+불만)
이니스프리 제주하우스,33,4.333333333333333,3.909090909090909,과대평가(붐빔+불만)
아부오름,33,4.454545454545454,3.787878787878788,대표명소(붐빔+만족)
제스토리,33,4.181818181818182,3.757575757575758,과대평가(붐빔+불만)
연미정,33,4.333333333333333,3.8484848484848486,과대평가(붐빔+불만)
화조원,33,4.333333333333333,4.0606060606060606,과대평가(붐빔+불만)
엉또폭포,32,4.125,4.03125,과대평가(붐빔+불만)
죽도 시장,32,4.28125,4.25,과대평가(붐빔+불만)
새별 오름,32,4.34375,4.3125,과대평가(붐빔+불만)
롯데월드 어드벤처 부산,32,4.1875,3.6875,과대평가(붐빔+불만)
강릉 월화 거리,32,4.09375,3.8125,과대평가(붐빔+불만)
도담삼봉관광지,32,4.0625,3.78125,과대평가(붐빔+불만)
스타벅스 성산일출봉점,32,4.21875,3.96875,과대평가(붐빔+불만)
선유도,32,4.1875,4.125,과대평가(붐빔+불만)
KTG 상상마당 부산,32,4.4375,3.9375,대표명소(붐빔+만족)
카페진정성 종점,32,4.21875,3.90625,과대평가(붐빔+불만)
순이네 밥상,32,4.34375,3.875,과대평가(붐빔+불만)
수원화성 화홍문,32,4.4375,4.1875,대표명소(붐빔+만족)
신세계프리미엄아울렛 여주,32,4.28125,4.40625,과대평가(붐빔+불만)
신양섭지해수욕장,32,3.875,3.8125,과대평가(붐빔+불만)
뮤지엄 산,32,4.59375,4.28125,대표명소(붐빔+만족)
내장산국립공원,32,4.34375,4.28125,과대평가(붐빔+불만)
만성리 검은 모래해변,32,4.25,4.0,과대평가(붐빔+불만)
도째비골해랑전망대,31,4.0,3.7096774193548385,과대평가(붐빔+불만)
풍년제과 본점,31,4.451612903225806,4.258064516129032,대표명소(붐빔+만족)
아침고요수목원,31,4.67741935483871,4.419354838709677,대표명소(붐빔+만족)
돌염전,31,3.870967741935484,3.6451612903225805,과대평가(붐빔+불만)
디앤디파트먼트 제주,31,3.967741935483871,3.5161290322580645,과대평가(붐빔+불만)
도두몰,31,4.0,3.5483870967741935,과대평가(붐빔+불만)
신세계사이먼 제주프리미엄전문점,31,3.806451612903226,3.838709677419355,과대평가(붐빔+불만)
안도라,31,3.967741935483871,3.5483870967741935,과대평가(붐빔+불만)
다대포해수욕장,31,4.67741935483871,4.612903225806452,대표명소(붐빔+만족)
한화생명 이글스 파크,31,4.741935483870968,4.645161290322581,대표명소(붐빔+만족)
삽교호 놀이동산,31,4.225806451612903,3.806451612903226,과대평가(붐빔+불만)
마곡사,31,4.161290322580645,4.32258064516129,과대평가(붐빔+불만)
명동게장,31,4.580645161290323,4.290322580645161,대표명소(붐빔+만족)
중문 대표 주상절리대,31,4.0,4.0,과대평가(붐빔+불만)
휴일로,31,4.580645161290323,4.419354838709677,대표명소(붐빔+만족)
조아렌트카,31,4.1,3.933333333333333,과대평가(붐빔+불만)
월정사,31,4.387096774193548,4.32258064516129,대표명소(붐빔+만족)
외암민속마을,31,4.32258064516129,4.064516129032258,과대평가(붐빔+불만)
제주항공 우주 박물관,31,4.612903225806452,4.419354838709677,대표명소(붐빔+만족)
와흘메밀농촌체험휴양마을,31,4.483870967741935,4.354838709677419,대표명소(붐빔+만족)
제주성읍마을,31,4.129032258064516,3.935483870967742,과대평가(붐빔+불만)
유월드루지테마파크,31,4.580645161290323,4.032258064516129,대표명소(붐빔+만족)
세종호수공원,31,4.612903225806452,4.483870967741935,대표명소(붐빔+만족)
을왕리 해수욕장,31,4.258064516129032,3.935483870967742,과대평가(붐빔+불만)
영랑호,31,4.451612903225806,4.193548387096774,대표명소(붐빔+만족)
무로이,31,4.064516129032258,3.6129032258064515,과대평가(붐빔+불만)
연동,31,4.161290322580645,3.806451612903226,과대평가(붐빔+불만)
스타벅스 제주성산DT점,31,4.516129032258065,4.32258064516129,대표명소(붐빔+만족)
수원시립미술관,31,4.548387096774194,4.387096774193548,대표명소(붐빔+만족)
스타벅스 제주 함덕점,31,4.290322580645161,4.354838709677419,과대평가(붐빔+불만)
만성리검은모래해변,31,4.0,3.5806451612903225,과대평가(붐빔+불만)
여수 낭만포차 거리,31,4.258064516129032,4.193548387096774,과대평가(붐빔+불만)
테라로사 경포호수점,31,4.516129032258065,4.161290322580645,대표명소(붐빔+만족)
스타벅스 서귀포올레점,31,4.419354838709677,4.193548387096774,대표명소(붐빔+만족)
스타벅스 제주 서해안로 DT점 주차장,31,4.548387096774194,4.451612903225806,대표명소(붐빔+만족)
국립공주박물관,30,4.4,3.933333333333333,숨은명소(한적+만족)
허브아일랜드,30,4.133333333333334,3.7666666666666666,평범(한적+불만)
우도산호해변,30,4.466666666666667,4.533333333333333,숨은명소(한적+만족)
애월농협하나로마트,30,4.066666666666666,4.0,평범(한적+불만)
용두산공원,30,3.966666666666667,3.6666666666666665,평범(한적+불만)
현대프리미엄아울렛 김포점,30,4.133333333333334,4.066666666666666,평범(한적+불만)
해운대 블루라인파크 미포 정거장,30,4.233333333333333,4.1,평범(한적+불만)
국립공주 박물관,30,4.333333333333333,4.0,평범(한적+불만)
관덕정,30,4.2,3.7666666666666666,평범(한적+불만)
노티스 제주,30,4.4,4.166666666666667,숨은명소(한적+만족)
안도르,30,4.4,4.133333333333334,숨은명소(한적+만족)
어영공원,30,4.566666666666666,4.3,숨은명소(한적+만족)
국립생태원,30,4.733333333333333,4.666666666666667,숨은명소(한적+만족)
자만벽화마을,30,3.966666666666667,3.6333333333333333,평범(한적+불만)
수로왕릉,30,4.233333333333333,4.0,평범(한적+불만)
인구해변,30,4.233333333333333,3.966666666666667,평범(한적+불만)
뚜쥬루 돌가마점,30,4.6,4.566666666666666,숨은명소(한적+만족)
법주사,30,4.4,4.233333333333333,숨은명소(한적+만족)
서울대공원,30,4.466666666666667,4.466666666666667,숨은명소(한적+만족)
프롬나드,30,4.566666666666666,4.433333333333334,숨은명소(한적+만족)
임진각 평화누리,30,4.233333333333333,4.133333333333334,평범(한적+불만)
쉼표,30,4.3,3.933333333333333,평범(한적+불만)
청풍호반케이블카 물태리역,30,4.6,4.433333333333334,숨은명소(한적+만족)
하라케케,30,4.733333333333333,4.566666666666666,숨은명소(한적+만족)
스타벅스 제주 협재점,30,4.566666666666666,4.333333333333333,숨은명소(한적+만족)
목포 해상 케이블카 북항 승강장,30,4.766666666666667,4.333333333333333,숨은명소(한적+만족)
갤러리아백화점 광교점,29,4.137931034482759,4.172413793103448,평범(한적+불만)
강촌레일파크 김유정역,29,4.620689655172414,4.344827586206897,숨은명소(한적+만족)
김녕미로공원,29,4.310344827586207,3.9310344827586206,평범(한적+불만)
전주식당,29,3.6551724137931036,3.4482758620689653,평범(한적+불만)
양양전통시장,29,3.896551724137931,3.7586206896551726,평범(한적+불만)
경포대,29,4.551724137931035,4.413793103448276,숨은명소(한적+만족)
귤귤스토어,29,4.241379310344827,3.793103448275862,평범(한적+불만)
활옷 동굴,29,4.551724137931035,4.103448275862069,숨은명소(한적+만족)
스타벅스 제주중문점,29,3.7586206896551726,3.413793103448276,평범(한적+불만)
밀락 더 마켓,29,4.0,3.4827586206896552,평범(한적+불만)
여수수산시장,29,4.206896551724138,4.103448275862069,평범(한적+불만)
호텔 샌드,29,4.241379310344827,4.0344827586206895,평범(한적+불만)
국립고궁박물관,29,4.482758620689655,4.379310344827586,숨은명소(한적+만족)
구룡포일본인가옥거리,29,4.241379310344827,3.6551724137931036,평범(한적+불만)
외할머니솜씨,29,4.551724137931035,4.379310344827586,숨은명소(한적+만족)
청산수목원,29,4.413793103448276,4.172413793103448,숨은명소(한적+만족)
롯데백화점 광복점,29,4.172413793103448,4.068965517241379,평범(한적+불만)
도두해녀의집,29,4.310344827586207,4.448275862068965,평범(한적+불만)
사근 긴 해변,29,4.551724137931035,4.413793103448276,숨은명소(한적+만족)
별돈별 정원점,29,4.275862068965517,4.172413793103448,평범(한적+불만)
위이,29,4.517241379310345,4.448275862068965,숨은명소(한적+만족)
아야진해수욕장,29,4.586206896551724,4.482758620689655,숨은명소(한적+만족)
파주프리미엄아울렛,29,4.275862068965517,4.275862068965517,평범(한적+불만)
장태산자연휴양림,29,4.586206896551724,4.379310344827586,숨은명소(한적+만족)
삼척해변,29,4.344827586206897,4.172413793103448,평범(한적+불만)
뽀로로앤타요테마파크 제주,29,4.413793103448276,4.344827586206897,숨은명소(한적+만족)
춘천삼악산호수케이블카,29,4.689655172413793,4.241379310344827,숨은명소(한적+만족)
녹아,29,4.448275862068965,4.172413793103448,숨은명소(한적+만족)
카페 감자밭 본점,28,4.464285714285714,4.142857142857143,숨은명소(한적+만족)
더 현대 대구,28,4.428571428571429,4.392857142857143,숨은명소(한적+만족)
온오프,28,4.464285714285714,4.25,숨은명소(한적+만족)
유림공원,28,4.357142857142857,4.0,숨은명소(한적+만족)
소양강 스카이워크,28,3.8214285714285716,3.5714285714285716,평범(한적+불만)
석촌호수산책길,28,4.428571428571429,4.428571428571429,숨은명소(한적+만족)
선암사,28,4.285714285714286,4.142857142857143,평범(한적+불만)
고집돌우럭 제주공항점,28,4.571428571428571,4.5,숨은명소(한적+만족)
