term,coef,OR,CI_low,CI_high,p,sig_05
Intercept,1.4586122592672857,4.299988117257825,0.7365851797719749,25.102185485570622,0.10516017118834774,비유의
"C(lawyer, Treatment(reference='public'))[T.lawyer]",-0.15048976882243797,0.8602865317066473,0.1751316826546668,4.225922491107469,0.85299006735769,비유의
"C(lawyer, Treatment(reference='public'))[T.lawfirm]",0.1341202698232096,1.1435303435667479,0.23339611753255876,5.602756637438348,0.8686155851176607,비유의
C(sex_type)[T.rape],0.26175885123697845,1.2992132009936295,0.2479228463262355,6.808388039458756,0.7567652669850518,비유의
C(sex_type)[T.camera],-0.6037833358489201,0.5467392201516341,0.1131707808972625,2.641351172820685,0.45245663935750335,비유의
agree,1.0259630104691597,2.7897807554489398,0.7057128251561297,11.028390566306339,0.14347881232150075,비유의
first_offender,-0.6903588287501587,0.5013961214392049,0.14702336621672882,1.709919158181218,0.27005810031560606,비유의
same_record,0.009613363605074528,1.009659720414183,0.08343223962425605,12.218451232016006,0.9939705325327858,비유의
year,-0.1632041855582915,0.8494177318727274,0.7299022270026632,0.9885029207030711,0.0349078816370628,유의
